@relation 'Weather-Dated-weka.filters.unsupervised.attribute.Remove-R1-2,6,8,10,12-weka.filters.unsupervised.attribute.Remove-R6-7'

@attribute ELEVATION numeric
@attribute LATITUDE numeric
@attribute LONGITUDE numeric
@attribute MONTH numeric
@attribute TPCP_CLASS {Medium,High,Low,None}

@data
365.8,33.6513,-116.3763,10,Low
365.8,33.6513,-116.3763,11,Low
365.8,33.6513,-116.3763,12,None
365.8,33.6513,-116.3763,1,None
365.8,33.6513,-116.3763,2,Low
365.8,33.6513,-116.3763,3,Medium
365.8,33.6513,-116.3763,4,Low
365.8,33.6513,-116.3763,5,Low
365.8,33.6513,-116.3763,6,None
365.8,33.6513,-116.3763,7,Low
555.7,39.1267,-123.2719,1,None
555.7,39.1267,-123.2719,2,None
555.7,39.1267,-123.2719,3,High
555.7,39.1267,-123.2719,4,None
555.7,39.1267,-123.2719,5,None
555.7,39.1267,-123.2719,6,None
555.7,39.1267,-123.2719,7,None
555.7,39.1267,-123.2719,8,None
555.7,39.1267,-123.2719,9,None
555.7,39.1267,-123.2719,10,None
555.7,39.1267,-123.2719,11,None
555.7,39.1267,-123.2719,12,Low
555.7,39.1267,-123.2719,1,None
555.7,39.1267,-123.2719,2,None
555.7,39.1267,-123.2719,3,High
555.7,39.1267,-123.2719,4,None
555.7,39.1267,-123.2719,5,None
555.7,39.1266,-123.2719,6,None
555.7,39.1266,-123.2719,7,None
555.7,39.1266,-123.2719,8,None
555.7,39.1266,-123.2719,9,None
555.7,39.1266,-123.2719,10,None
555.7,39.1266,-123.2719,11,None
555.7,39.1266,-123.2719,12,Low
555.7,39.1266,-123.2719,1,None
555.7,39.1266,-123.2719,2,None
555.7,39.1266,-123.2719,3,High
555.7,39.1266,-123.2719,4,None
555.7,39.1266,-123.2719,5,None
555.7,39.1266,-123.2719,6,None
555.7,39.1266,-123.2719,7,None
555.7,39.1266,-123.2719,8,None
555.7,39.1266,-123.2719,9,None
555.7,39.1266,-123.2719,10,None
555.7,39.1266,-123.2719,11,None
404.8,39.1266,-123.2719,12,Medium
404.8,39.1266,-123.2719,1,None
404.8,39.1266,-123.2719,2,None
404.8,39.1266,-123.2719,3,High
404.8,39.1266,-123.2719,4,None
404.8,39.1266,-123.2719,5,None
404.8,39.1266,-123.2719,6,None
404.8,39.1266,-123.2719,7,None
1452.4,37.9747,-119.9161,1,High
1452.4,37.9747,-119.9161,2,High
1452.4,37.9747,-119.9161,3,High
1452.4,37.9747,-119.9161,4,High
1452.4,37.9747,-119.9161,5,High
1452.4,37.9747,-119.9161,6,High
1452.4,37.9747,-119.9161,7,None
1452.4,37.9747,-119.9161,8,None
1452.4,37.9747,-119.9161,9,Medium
1452.4,37.9747,-119.9161,10,High
1452.4,37.9747,-119.9161,11,High
1452.4,37.9747,-119.9161,12,None
1452.4,37.9747,-119.9161,1,High
1452.4,37.9747,-119.9161,2,High
1452.4,37.9747,-119.9161,3,High
1452.4,37.9747,-119.9161,4,High
1452.4,37.9747,-119.9161,5,High
1452.4,37.9747,-119.9161,6,High
1452.4,37.9747,-119.9161,7,Medium
1452.4,37.9747,-119.9161,8,None
1452.4,37.9747,-119.9161,9,Medium
1452.4,37.9747,-119.9161,10,Medium
1452.4,37.9747,-119.9161,11,Medium
1452.4,37.9747,-119.9161,12,High
1452.4,37.9747,-119.9161,1,High
1452.4,37.9747,-119.9161,2,High
1452.4,37.9747,-119.9161,3,High
1452.4,37.9747,-119.9161,4,High
1452.4,37.9747,-119.9161,5,Medium
1452.4,37.9747,-119.9161,6,Low
1452.4,37.9747,-119.9161,7,High
177.4,34.9878,-120.3208,1,Medium
177.4,34.9878,-120.3208,2,Medium
177.4,34.988,-120.3211,3,Medium
177.4,34.988,-120.3211,4,Low
177.4,34.988,-120.3211,5,None
177.4,34.988,-120.3211,6,None
177.4,34.988,-120.3211,7,None
177.4,34.988,-120.3211,8,None
177.4,34.988,-120.3211,9,None
177.4,34.988,-120.3211,10,Medium
177.4,34.988,-120.3211,11,Medium
177.4,34.988,-120.3211,12,High
177.4,34.988,-120.3211,1,Medium
177.4,34.988,-120.3211,2,Medium
177.4,34.988,-120.3211,3,Medium
177.4,34.988,-120.3211,4,Low
177.4,34.988,-120.3211,5,None
177.4,34.988,-120.3211,6,None
177.4,34.988,-120.3211,7,None
177.4,34.988,-120.3211,8,Low
177.4,34.988,-120.3211,9,None
177.4,34.988,-120.3211,10,Medium
177.4,34.988,-120.3211,11,Medium
177.4,34.988,-120.3211,12,High
177.4,34.988,-120.3211,1,High
177.4,34.988,-120.3211,2,Medium
177.4,34.988,-120.3211,3,High
177.4,34.988,-120.3211,4,Low
177.4,34.988,-120.3211,5,None
177.4,34.988,-120.3211,6,None
177.4,34.988,-120.3211,7,None
177.4,34.988,-120.3211,8,None
177.4,34.988,-120.3211,9,Low
177.4,34.988,-120.3211,10,Medium
177.4,34.988,-120.3211,11,Low
177.4,34.988,-120.3211,12,Low
177.4,34.988,-120.3211,1,Low
177.4,34.988,-120.3211,2,High
177.4,34.988,-120.3211,3,High
177.4,34.988,-120.3211,4,Medium
177.4,34.988,-120.3211,5,Low
177.4,34.988,-120.3211,6,None
177.4,34.988,-120.3211,7,None
185,34.0917,-117.8803,1,Medium
185,34.0917,-117.8803,2,Medium
185,34.0917,-117.8803,3,Medium
185,34.0917,-117.8803,4,Low
185,34.0917,-117.8803,5,Low
185,34.0917,-117.8803,6,None
185,34.0919,-117.8805,7,None
185,34.0919,-117.8805,8,None
185,34.0919,-117.8805,9,None
185,34.0919,-117.8805,10,Low
185,34.0919,-117.8805,11,Low
185,34.0919,-117.8805,12,High
185,34.0919,-117.8805,1,Medium
185,34.0919,-117.8805,2,Medium
185,34.0919,-117.8805,3,Medium
185,34.0919,-117.8805,4,Low
185,34.0919,-117.8805,5,Low
185,34.0919,-117.8805,6,None
185,34.0919,-117.8805,7,None
185,34.0919,-117.8805,8,None
185,34.0919,-117.8805,9,None
185,34.0919,-117.8805,10,Low
185,34.0919,-117.8805,11,Low
185,34.0919,-117.8805,12,High
185,34.0919,-117.8805,1,Medium
185,34.0919,-117.8805,2,Medium
185,34.0919,-117.8805,3,Medium
185,34.0919,-117.8805,4,Low
185,34.0919,-117.8805,5,Medium
185,34.0919,-117.8805,6,None
185,34.0919,-117.8805,7,None
185,34.0919,-117.8805,8,None
185,34.0919,-117.8805,9,None
185,34.0919,-117.8805,10,Medium
185,34.0919,-117.8805,11,Medium
185,34.0919,-117.8805,12,Low
185,34.0919,-117.8805,1,Medium
185,34.0919,-117.8805,2,High
185,34.0919,-117.8805,3,High
185,34.0919,-117.8805,4,Medium
185,34.0919,-117.8805,5,Low
185,34.0919,-117.8805,6,None
185,34.0917,-117.88,7,None
1042.4,39.9366,-120.9475,1,Medium
1042.4,39.9366,-120.9475,2,High
1042.4,39.9366,-120.9475,3,High
1042.4,39.9366,-120.9475,4,High
1042.4,39.9366,-120.9475,5,Medium
1042.4,39.9366,-120.9475,6,Low
1042.4,39.9366,-120.9475,7,None
1042.4,39.9366,-120.9475,8,None
1042.4,39.9366,-120.9475,9,Medium
1042.4,39.9366,-120.9475,10,Medium
1042.4,39.9366,-120.9475,11,High
1042.4,39.9366,-120.9475,12,High
1042.4,39.9366,-120.9475,1,Medium
1042.4,39.9366,-120.9475,2,High
1042.4,39.9366,-120.9475,3,High
1042.4,39.9366,-120.9475,4,High
1042.4,39.9366,-120.9475,5,Low
1042.4,39.9366,-120.9475,6,Medium
1042.4,39.9366,-120.9475,7,None
1042.4,39.9366,-120.9475,8,Low
1042.4,39.9366,-120.9475,9,None
1042.4,39.9366,-120.9475,10,High
1042.4,39.9366,-120.9475,11,High
1042.4,39.9366,-120.9475,12,High
1042.4,39.9366,-120.9475,1,High
1042.4,39.9366,-120.9475,2,Medium
1042.4,39.9366,-120.9475,3,High
1042.4,39.9366,-120.9475,4,Medium
1042.4,39.9366,-120.9475,5,Medium
1042.4,39.9366,-120.9475,6,Medium
1042.4,39.9366,-120.9475,7,None
1042.4,39.9366,-120.9475,8,Low
1042.4,39.9366,-120.9475,9,High
1042.4,39.9366,-120.9475,10,Medium
1042.4,39.9366,-120.9475,11,Medium
1042.4,39.9366,-120.9475,12,Medium
1042.4,39.9366,-120.9475,1,Medium
1042.4,39.9366,-120.9475,2,High
1042.4,39.9366,-120.9475,3,High
1042.4,39.9366,-120.9475,4,High
1042.4,39.9366,-120.9475,5,Low
1042.4,39.9366,-120.9475,6,None
1042.4,39.9366,-120.9475,7,None
676.7,40.4583,-121.8664,1,Low
676.7,40.4583,-121.8664,2,Medium
676.7,40.4583,-121.8664,3,High
676.7,40.4583,-121.8664,4,Medium
676.7,40.4583,-121.8664,5,Medium
676.7,40.4583,-121.8664,6,Medium
676.7,40.4583,-121.8664,7,None
676.7,40.4583,-121.8664,8,None
676.7,40.4583,-121.8664,9,Low
676.7,40.4583,-121.8664,10,Medium
676.7,40.4583,-121.8664,11,High
676.7,40.4583,-121.8664,12,Low
676.7,40.4583,-121.8664,1,Low
676.7,40.4583,-121.8664,2,Medium
676.7,40.4583,-121.8664,3,High
676.7,40.4583,-121.8663,4,Medium
676.7,40.4583,-121.8663,5,Medium
676.7,40.4583,-121.8663,6,Medium
676.7,40.4583,-121.8663,7,None
676.7,40.4583,-121.8663,8,None
676.7,40.4583,-121.8663,9,None
676.7,40.4583,-121.8663,10,High
676.7,40.4583,-121.8663,11,High
676.7,40.4583,-121.8663,12,Low
676.7,40.4583,-121.8663,1,Low
676.7,40.4583,-121.8663,2,Medium
676.7,40.4583,-121.8663,3,High
676.7,40.4583,-121.8663,4,High
676.7,40.4583,-121.8663,5,High
676.7,40.4583,-121.8663,6,High
676.7,40.4583,-121.8663,7,None
676.7,40.4583,-121.8663,8,None
676.7,40.4583,-121.8663,9,Medium
676.7,40.4583,-121.8663,10,High
676.7,40.4583,-121.8663,11,Low
676.7,40.4583,-121.8663,12,Low
676.7,40.4583,-121.8663,1,Medium
676.7,40.4583,-121.8663,2,High
676.7,40.4583,-121.8663,3,High
676.7,40.4583,-121.8663,4,High
676.7,40.4583,-121.8663,5,Low
676.7,40.4583,-121.8663,6,Low
676.7,40.4583,-121.8663,7,Low
1972.1,38.2575,-119.2286,1,Medium
1972.1,38.2575,-119.2286,2,High
1972.1,38.2575,-119.2286,3,Medium
1972.1,38.2575,-119.2286,4,Medium
1972.1,38.2575,-119.2286,5,Low
1972.1,38.2575,-119.2286,6,High
1972.1,38.2575,-119.2286,7,Medium
1972.1,38.2575,-119.2286,8,Low
1972.1,38.2575,-119.2286,9,Medium
1972.1,38.2575,-119.2286,10,Medium
1972.1,38.2575,-119.2286,11,Low
1972.1,38.2575,-119.2286,12,None
1972.1,38.2575,-119.2286,1,High
1972.1,38.2575,-119.2286,2,Low
1972.1,38.2575,-119.2286,3,Medium
1972.1,38.2575,-119.2286,4,Low
1972.1,38.2575,-119.2286,5,Low
1972.1,38.2575,-119.2286,6,Low
1972.1,38.2575,-119.2286,7,Medium
1972.1,38.2575,-119.2286,8,Medium
1972.1,38.2575,-119.2286,9,None
1972.1,38.2575,-119.2286,10,Low
1972.1,38.2575,-119.2286,11,High
1972.1,38.2575,-119.2286,12,High
1972.1,38.2575,-119.2286,1,Low
1972.1,38.2575,-119.2286,2,Low
1972.1,38.2575,-119.2286,3,Low
1972.1,38.2575,-119.2286,4,Low
1972.1,38.2575,-119.2286,5,Low
1972.1,38.2575,-119.2286,6,None
1972.1,38.2575,-119.2286,7,High
1972.1,38.2575,-119.2286,8,Medium
1972.1,38.2575,-119.2286,9,Low
1972.1,38.2575,-119.2286,10,Low
1972.1,38.2575,-119.2286,11,Low
1972.1,38.2575,-119.2286,12,Low
1972.1,38.2575,-119.2286,1,High
1972.1,38.2575,-119.2286,2,Medium
1972.1,38.2575,-119.2286,3,High
1972.1,38.2575,-119.2286,4,Low
1972.1,38.2575,-119.2286,5,High
1972.1,38.2575,-119.2286,6,Low
1972.1,38.2575,-119.2286,7,High
340.5,34.0869,-118.4794,1,Low
340.5,34.0869,-118.4794,2,High
340.5,34.0869,-118.4794,3,High
340.5,34.0869,-118.4794,4,None
340.5,34.0869,-118.4794,5,Medium
340.5,34.0869,-118.4794,6,Low
340.5,34.0869,-118.4794,7,Low
340.5,34.0869,-118.4794,8,None
340.5,34.0869,-118.4794,9,None
340.5,34.0869,-118.4794,10,High
340.5,34.0869,-118.4794,11,Medium
340.5,34.0869,-118.4794,12,Low
340.5,34.0869,-118.4794,1,Medium
340.5,34.0869,-118.4794,2,High
340.5,34.0869,-118.4794,3,High
340.5,34.0869,-118.4794,4,Low
340.5,34.0869,-118.4794,5,Low
340.5,34.0869,-118.4794,6,None
340.5,34.0869,-118.4794,7,Low
340.5,34.0869,-118.4794,8,None
340.5,34.0869,-118.4794,9,None
340.5,34.0869,-118.4794,10,Low
340.5,34.0869,-118.4794,11,High
340.5,34.0869,-118.4794,12,High
340.5,34.0869,-118.4794,1,High
340.5,34.0869,-118.4794,2,Low
340.5,34.0869,-118.4794,3,High
340.5,34.0869,-118.4794,4,Low
340.5,34.0869,-118.4794,5,Medium
340.5,34.0869,-118.4794,6,None
340.5,34.0869,-118.4794,7,Low
340.5,34.0869,-118.4794,8,None
340.5,34.0869,-118.4794,9,None
340.5,34.0869,-118.4794,10,Low
340.5,34.0869,-118.4794,11,Medium
340.5,34.0869,-118.4794,12,Medium
340.5,34.0869,-118.4794,1,Medium
340.5,34.0869,-118.4794,2,High
340.5,34.0869,-118.4794,3,Low
340.5,34.0869,-118.4794,4,Low
340.5,34.0869,-118.4794,5,None
340.5,34.0869,-118.4794,6,None
340.5,34.0869,-118.4794,7,None
34.1,38.515,-123.2447,1,Medium
34.1,38.515,-123.2447,2,High
34.1,38.515,-123.2447,3,Low
34.1,38.515,-123.2447,4,Medium
34.1,38.515,-123.2447,5,Low
34.1,38.515,-123.2447,6,None
34.1,38.515,-123.2447,7,Low
34.1,38.515,-123.2447,8,Low
34.1,38.515,-123.2447,9,Low
34.1,38.515,-123.2447,10,Medium
34.1,38.515,-123.2447,11,Medium
34.1,38.515,-123.2447,12,Medium
34.1,38.515,-123.2447,1,Medium
34.1,38.515,-123.2447,2,High
34.1,38.515,-123.2447,3,Low
34.1,38.515,-123.2447,4,Medium
34.1,38.515,-123.2447,5,Low
34.1,38.515,-123.2447,6,None
34.1,38.515,-123.2447,7,Low
34.1,38.515,-123.2447,8,Low
34.1,38.515,-123.2447,9,Low
34.1,38.515,-123.2447,10,High
34.1,38.515,-123.2447,11,Medium
34.1,38.515,-123.2447,12,Medium
34.1,38.515,-123.2447,1,High
34.1,38.515,-123.2447,2,Medium
34.1,38.515,-123.2447,3,Low
34.1,38.515,-123.2447,4,High
34.1,38.515,-123.2447,5,Low
34.1,38.515,-123.2447,6,None
34.1,38.515,-123.2447,7,Low
34.1,38.515,-123.2447,8,Low
34.1,38.515,-123.2447,9,Low
34.1,38.515,-123.2447,10,Low
34.1,38.515,-123.2447,11,High
34.1,38.515,-123.2447,12,Medium
34.1,38.515,-123.2447,1,Medium
34.1,38.515,-123.2447,2,High
34.1,38.515,-123.2447,3,Medium
34.1,38.515,-123.2447,4,Low
34.1,38.515,-123.2447,5,Low
34.1,38.515,-123.2447,6,None
34.1,38.515,-123.2447,7,Medium
240.8,34.1819,-118.5744,1,Medium
240.8,34.1819,-118.5744,2,High
240.8,34.1819,-118.5744,3,High
240.8,34.1819,-118.5744,4,Low
240.8,34.1819,-118.5744,5,Medium
240.8,34.1819,-118.5744,6,None
240.8,34.1819,-118.5744,7,Low
240.8,34.1819,-118.5744,8,None
240.8,34.1819,-118.5744,9,Low
240.8,34.1819,-118.5744,10,Low
240.8,34.1819,-118.5744,11,High
240.8,34.1819,-118.5744,12,High
240.8,34.1819,-118.5744,1,Medium
240.8,34.1819,-118.5744,2,Low
240.8,34.1819,-118.5744,3,High
240.8,34.1819,-118.5744,4,High
240.8,34.1819,-118.5744,5,None
240.8,34.1819,-118.5744,6,None
240.8,34.1819,-118.5744,7,None
240.8,34.1819,-118.5744,8,None
240.8,34.1819,-118.5744,9,None
240.8,34.1819,-118.5744,10,Medium
240.8,34.1819,-118.5744,11,Medium
240.8,34.1819,-118.5744,12,High
240.8,34.1819,-118.5744,1,High
240.8,34.1819,-118.5744,2,Medium
240.8,34.1819,-118.5744,3,Medium
240.8,34.1819,-118.5744,4,None
240.8,34.1819,-118.5744,5,Medium
240.8,34.1819,-118.5744,6,None
240.8,34.1819,-118.5744,7,Low
240.8,34.1819,-118.5744,8,None
240.8,34.1819,-118.5744,9,None
240.8,34.1819,-118.5744,10,Low
240.8,34.1819,-118.5744,11,Medium
240.8,34.1819,-118.5744,12,Medium
240.8,34.1819,-118.5744,1,Medium
240.8,34.1819,-118.5744,2,High
240.8,34.1819,-118.5744,3,Medium
240.8,34.1819,-118.5744,4,Low
240.8,34.1819,-118.5744,5,None
240.8,34.1819,-118.5744,6,None
240.8,34.1819,-118.5744,7,None
296.6,33.8089,-115.4508,1,None
296.6,33.8089,-115.4508,2,Low
296.6,33.8089,-115.4508,3,Low
296.6,33.8089,-115.4508,4,None
296.6,33.8089,-115.4508,5,None
296.6,33.8089,-115.4508,6,None
296.6,33.8089,-115.4508,7,Medium
296.6,33.8089,-115.4508,8,Low
296.6,33.8089,-115.4508,9,Low
296.6,33.8089,-115.4508,10,None
296.6,33.8089,-115.4508,11,Low
296.6,33.8089,-115.4508,12,Low
296.6,33.8089,-115.4508,1,None
296.6,33.8089,-115.4508,2,Medium
296.6,33.8089,-115.4508,3,Low
296.6,33.8089,-115.4508,4,Low
296.6,33.8089,-115.4508,5,None
296.6,33.8089,-115.4508,6,None
296.6,33.8089,-115.4508,7,Low
296.6,33.8089,-115.4508,8,High
296.6,33.8089,-115.4508,9,Medium
296.6,33.8089,-115.4508,10,None
296.6,33.8089,-115.4508,11,None
296.6,33.8089,-115.4508,12,Medium
296.6,33.8089,-115.4508,1,Medium
296.6,33.8089,-115.4508,2,Low
296.6,33.8089,-115.4508,3,Low
296.6,33.8089,-115.4508,4,None
296.6,33.8089,-115.4508,5,None
296.6,33.8089,-115.4508,6,None
296.6,33.8089,-115.4508,7,Low
296.6,33.8089,-115.4508,8,High
296.6,33.8089,-115.4508,9,Medium
296.6,33.8089,-115.4508,10,None
296.6,33.8089,-115.4508,11,Medium
296.6,33.8089,-115.4508,12,None
296.6,33.8089,-115.4508,1,None
296.6,33.8089,-115.4508,2,None
296.6,33.8089,-115.4508,3,Low
296.6,33.8089,-115.4508,4,Low
296.6,33.8089,-115.4508,5,None
296.6,33.8089,-115.4508,6,None
296.6,33.8089,-115.4508,7,Low
21,38.6827,-121.7941,1,High
21,38.6827,-121.7941,2,High
21,38.6827,-121.7941,3,High
21,38.6827,-121.7941,4,Low
21,38.6827,-121.7941,5,Low
21,38.6827,-121.7941,6,High
21,38.6827,-121.7941,7,None
21,38.6827,-121.7941,8,None
21,38.6827,-121.7941,9,Low
21,38.6827,-121.7941,10,Medium
21,38.6827,-121.7941,11,Medium
21,38.6827,-121.7941,12,Low
21,38.6827,-121.7941,1,High
21,38.6827,-121.7941,2,Medium
21,38.6827,-121.7941,3,High
21,38.6827,-121.7941,4,High
21,38.6827,-121.7941,5,None
21,38.6827,-121.7941,6,None
21,38.6827,-121.7941,7,None
21,38.6827,-121.7941,8,None
21,38.6827,-121.7941,9,None
21,38.6827,-121.7941,10,Medium
21,38.6827,-121.7941,11,High
21,38.6827,-121.7941,12,High
21,38.6827,-121.7941,1,Medium
21,38.6827,-121.7941,2,Medium
21,38.6827,-121.7941,3,High
21,38.6827,-121.7941,4,Medium
21,38.6827,-121.7941,5,Low
21,38.6827,-121.7941,6,Medium
21,38.6827,-121.7941,7,None
21,38.6827,-121.7941,8,None
21,38.6827,-121.7941,9,Low
21,38.6827,-121.7941,10,None
21,38.6827,-121.7941,11,Medium
21,38.6827,-121.7941,12,Medium
21,38.6827,-121.7941,1,Low
21,38.6827,-121.7941,2,High
21,38.6827,-121.7941,3,High
21,38.6827,-121.7941,4,High
21,38.6827,-121.7941,5,None
21,38.6827,-121.7941,6,None
21,38.6827,-121.7941,7,None
-59.1,36.4622,-116.8669,1,Low
-59.1,36.4622,-116.8669,2,Low
-59.1,36.4622,-116.8669,3,Low
-59.1,36.4622,-116.8669,4,None
-59.1,36.4622,-116.8669,5,Low
-59.1,36.4622,-116.8669,6,None
-59.1,36.4622,-116.8669,7,Low
-59.1,36.4622,-116.8669,8,Medium
-59.1,36.4622,-116.8669,9,Low
-59.1,36.4622,-116.8669,10,None
-59.1,36.4622,-116.8669,11,Low
-59.1,36.4622,-116.8669,12,Low
-59.1,36.4622,-116.8669,1,Low
-59.1,36.4622,-116.8669,2,Low
-59.1,36.4622,-116.8669,3,None
-59.1,36.4622,-116.8669,4,Low
-59.1,36.4622,-116.8669,5,Low
-59.1,36.4622,-116.8669,6,None
-59.1,36.4622,-116.8669,7,Low
-59.1,36.4622,-116.8669,8,Medium
-59.1,36.4622,-116.8669,9,None
-59.1,36.4622,-116.8669,10,Medium
-59.1,36.4622,-116.8669,11,Low
-59.1,36.4622,-116.8669,12,Low
-59.1,36.4622,-116.8669,1,Low
-59.1,36.4622,-116.8669,2,None
-59.1,36.4622,-116.8669,3,Medium
-59.1,36.4622,-116.8669,4,Low
-59.1,36.4622,-116.8669,5,None
-59.1,36.4622,-116.8669,6,None
-59.1,36.4622,-116.8669,7,Medium
-59.1,36.4622,-116.8669,8,Low
-59.1,36.4622,-116.8669,9,Low
-59.1,36.4622,-116.8669,10,None
-59.1,36.4622,-116.8669,11,Medium
-59.1,36.4622,-116.8669,12,Low
-59.1,36.4622,-116.8669,1,None
-59.1,36.4622,-116.8669,2,Low
-59.1,36.4622,-116.8669,3,Medium
-59.1,36.4622,-116.8669,4,Low
-59.1,36.4622,-116.8669,5,Low
-59.1,36.4622,-116.8669,6,None
-59.1,36.4622,-116.8669,7,Low
2052.8,36.6044,-118.7325,1,High
2052.8,36.6044,-118.7325,2,High
2052.8,36.6044,-118.7325,3,High
2052.8,36.6044,-118.7325,4,High
2052.8,36.6044,-118.7325,5,High
2052.8,36.6044,-118.7325,6,Medium
2052.8,36.6044,-118.7325,7,High
2052.8,36.6044,-118.7325,8,Low
2052.8,36.6044,-118.7325,9,High
2052.8,36.6044,-118.7325,10,High
2052.8,36.6044,-118.7325,11,High
2052.8,36.6044,-118.7325,12,Low
2052.8,36.6044,-118.7325,1,High
2052.8,36.6044,-118.7325,2,High
2052.8,36.6044,-118.7325,3,High
2052.8,36.6044,-118.7325,4,High
2052.8,36.6044,-118.7325,5,Low
2052.8,36.6044,-118.7325,6,Low
2052.8,36.6044,-118.7325,7,None
2052.8,36.6044,-118.7325,8,Low
2052.8,36.6044,-118.7325,9,None
2052.8,36.6044,-118.7325,10,High
2052.8,36.6044,-118.7325,11,High
2052.8,36.6044,-118.7325,12,High
2052.8,36.6044,-118.7325,1,High
2052.8,36.6044,-118.7325,2,Medium
2052.8,36.6044,-118.7325,3,High
2052.8,36.6044,-118.7325,4,Medium
2052.8,36.6044,-118.7325,5,High
2052.8,36.6044,-118.7325,6,None
2052.8,36.6044,-118.7325,7,Medium
2052.8,36.6044,-118.7325,8,Low
2052.8,36.6044,-118.7325,9,Medium
2052.8,36.6044,-118.7325,10,High
2052.8,36.6044,-118.7325,11,Medium
2052.8,36.6044,-118.7325,12,High
2052.8,36.6044,-118.7325,1,High
2052.8,36.6044,-118.7325,2,High
2052.8,36.6044,-118.7325,3,High
2052.8,36.6044,-118.7325,4,High
2052.8,36.6044,-118.7325,5,High
2052.8,36.6044,-118.7325,6,None
2052.8,36.6044,-118.7325,7,Medium
919,40.9317,-121.5433,1,Low
919,40.9317,-121.5433,2,Medium
919,40.9317,-121.5433,3,High
919,40.9317,-121.5433,4,Medium
919,40.9317,-121.5433,5,Low
919,40.9317,-121.5433,6,Low
919,40.9317,-121.5433,7,None
919,40.9317,-121.5433,8,None
919,40.9317,-121.5433,9,Low
919,40.9317,-121.5433,10,Low
919,40.9317,-121.5433,11,Low
919,40.9317,-121.5433,12,None
919,40.9316,-121.5433,1,Low
919,40.9316,-121.5433,2,Medium
919,40.9316,-121.5433,3,High
919,40.9316,-121.5433,4,Medium
919,40.9316,-121.5433,5,Low
919,40.9316,-121.5433,6,Medium
919,40.9316,-121.5433,7,None
919,40.9316,-121.5433,8,Low
919,40.9316,-121.5433,9,Low
919,40.9316,-121.5433,10,Medium
919,40.9316,-121.5433,11,Medium
919,40.9316,-121.5433,12,None
919,40.9316,-121.5433,1,Low
919,40.9316,-121.5433,2,High
919,40.9316,-121.5433,3,High
919,40.9316,-121.5433,4,Medium
919,40.9316,-121.5433,5,Low
919,40.9316,-121.5433,6,Low
919,40.9316,-121.5433,7,Low
661.4,41.1833,-122.2736,1,High
661.4,41.1833,-122.2736,2,High
661.4,41.1833,-122.2736,3,High
661.4,41.1833,-122.2736,4,High
661.4,41.1833,-122.2736,5,High
661.4,41.1833,-122.2736,6,High
661.4,41.1833,-122.2736,7,Low
661.4,41.1833,-122.2736,8,None
661.4,41.1833,-122.2736,9,Low
661.4,41.1833,-122.2736,10,High
661.4,41.1833,-122.2736,11,High
661.4,41.1833,-122.2736,12,High
661.4,41.1833,-122.2736,1,High
661.4,41.1833,-122.2736,2,High
661.4,41.1833,-122.2736,3,High
661.4,41.1833,-122.2736,4,High
661.4,41.1833,-122.2736,5,Medium
661.4,41.1833,-122.2736,6,High
661.4,41.1833,-122.2736,7,None
661.4,41.1833,-122.2736,8,None
661.4,41.1833,-122.2736,9,None
661.4,41.1833,-122.2736,10,High
661.4,41.1833,-122.2736,11,High
661.4,41.1833,-122.2736,12,High
661.4,41.1833,-122.2736,1,High
661.4,41.1833,-122.2736,2,Medium
661.4,41.1833,-122.2736,3,High
661.4,41.1833,-122.2736,4,High
661.4,41.1833,-122.2736,5,Medium
661.4,41.1833,-122.2736,6,High
661.4,41.1833,-122.2736,7,Low
661.4,41.1833,-122.2736,8,Low
661.4,41.1833,-122.2736,9,High
661.4,41.1833,-122.2736,10,Low
661.4,41.1833,-122.2736,11,High
661.4,41.1833,-122.2736,12,Low
661.4,41.1833,-122.2736,1,Medium
661.4,41.1833,-122.2736,2,High
661.4,41.1833,-122.2736,3,High
661.4,41.1833,-122.2736,4,High
661.4,41.1833,-122.2736,5,Medium
661.4,41.1833,-122.2736,6,None
661.4,41.1833,-122.2736,7,Low
52.1,39.5178,-121.5531,1,High
52.1,39.5178,-121.5531,2,High
52.1,39.5178,-121.5531,3,High
52.1,39.5178,-121.5531,4,Low
52.1,39.5178,-121.5531,5,Medium
52.1,39.5178,-121.5531,6,High
52.1,39.5178,-121.5531,7,None
52.1,39.5178,-121.5531,8,None
52.1,39.5178,-121.5531,9,Medium
52.1,39.5178,-121.5531,10,High
52.1,39.5178,-121.5531,11,High
52.1,39.5178,-121.5531,12,Low
52.1,39.5178,-121.5531,1,Medium
52.1,39.5178,-121.5531,2,High
52.1,39.5177,-121.553,3,High
52.1,39.5177,-121.553,4,Low
52.1,39.5177,-121.553,5,Medium
52.1,39.5177,-121.553,6,Medium
52.1,39.5177,-121.553,7,None
52.1,39.5177,-121.553,8,None
52.1,39.5177,-121.553,9,None
52.1,39.5177,-121.553,10,High
52.1,39.5177,-121.553,11,High
52.1,39.5177,-121.553,12,High
52.1,39.5177,-121.553,1,Medium
52.1,39.5177,-121.553,2,Medium
52.1,39.5177,-121.553,3,High
52.1,39.5177,-121.553,4,Medium
52.1,39.5177,-121.553,5,High
52.1,39.5177,-121.553,6,Medium
52.1,39.5177,-121.553,7,None
52.1,39.5177,-121.553,8,None
52.1,39.5177,-121.553,9,Medium
52.1,39.5177,-121.553,10,Medium
52.1,39.5177,-121.553,11,High
