@relation 'Weather-Dated-weka.filters.unsupervised.attribute.Remove-R1-2,6,8,10,12'

@attribute ELEVATION numeric
@attribute LATITUDE numeric
@attribute LONGITUDE numeric
@attribute MONTH numeric
@attribute TPCP_CLASS {Medium,High,Low,None}
@attribute TSNW_CLASS {Low,High}
@attribute MNTM_CLASS {Medium,Low,High,None}

@data
80.8,40.1622,-122.2202,8,None,Low,None
80.8,40.1622,-122.2202,9,Low,Low,None
80.8,40.1622,-122.2202,10,Medium,Low,None
80.8,40.1622,-122.2202,11,High,Low,None
80.8,40.1622,-122.2202,12,Low,Low,None
107.6,40.1519,-122.2536,1,High,Low,Low
107.6,40.1519,-122.2536,2,High,Low,Low
107.6,40.1519,-122.2536,3,High,Low,Low
107.6,40.1519,-122.2536,4,Medium,Low,Medium
107.6,40.1519,-122.2536,5,High,Low,Medium
107.6,40.1519,-122.2536,6,Medium,Low,High
107.6,40.1519,-122.2536,7,None,Low,High
107.6,40.1519,-122.2536,8,None,Low,High
107.6,40.1519,-122.2536,9,Low,Low,High
107.6,40.1519,-122.2536,10,High,Low,Medium
107.6,40.1519,-122.2536,11,High,Low,Low
107.6,40.1519,-122.2536,12,Low,Low,Low
107.6,40.1519,-122.2536,1,High,Low,Low
107.6,40.1519,-122.2536,2,High,Low,Low
107.6,40.1519,-122.2536,3,High,Low,Low
107.6,40.1519,-122.2536,4,High,Low,Medium
107.6,40.1519,-122.2536,5,Medium,Low,High
107.6,40.1519,-122.2536,6,Low,Low,High
107.6,40.1519,-122.2536,7,None,Low,High
107.6,40.1519,-122.2536,8,None,Low,High
107.6,40.1519,-122.2536,9,Low,Low,High
107.6,40.1519,-122.2536,10,Medium,Low,Medium
107.6,40.1519,-122.2536,11,High,Low,Medium
107.6,40.1519,-122.2536,12,High,Low,Low
107.6,40.1519,-122.2536,1,Medium,Low,Low
107.6,40.1519,-122.2536,2,Low,Low,Low
107.6,40.1519,-122.2536,3,Medium,Low,Medium
107.6,40.1519,-122.2536,4,Medium,Low,Medium
107.6,40.1519,-122.2536,5,Low,Low,High
107.6,40.1519,-122.2536,6,Medium,Low,High
107.6,40.1519,-122.2536,7,None,Low,High
107.6,40.1519,-122.2536,8,Low,Low,High
107.6,40.1519,-122.2536,9,Medium,Low,High
107.6,40.1519,-122.2536,10,Medium,Low,Medium
107.6,40.1519,-122.2536,11,Medium,Low,Medium
107.6,40.1519,-122.2536,12,Low,Low,Low
107.6,40.1519,-122.2536,1,Low,Low,Medium
107.6,40.1519,-122.2536,2,High,Low,Low
107.6,40.1519,-122.2536,3,High,Low,Medium
107.6,40.1519,-122.2536,4,Low,Low,Medium
107.6,40.1519,-122.2536,5,Medium,Low,High
107.6,40.1519,-122.2536,6,None,Low,High
107.6,40.1519,-122.2536,7,Low,Low,High
153.0,40.5194,-122.2988,1,None,Low,None
153.0,40.5194,-122.2988,2,None,Low,None
153.0,40.5194,-122.2988,3,None,Low,None
153.0,40.5194,-122.2988,4,None,Low,None
153.0,40.5194,-122.2988,5,None,Low,None
153.0,40.5194,-122.2988,6,None,Low,None
153.0,40.5194,-122.2988,7,None,Low,None
153.0,40.5194,-122.2988,8,None,Low,None
153.0,40.5194,-122.2988,9,None,Low,None
153.0,40.5194,-122.2988,10,None,Low,None
153.0,40.5194,-122.2988,11,Low,Low,None
153.0,40.5194,-122.2988,12,Low,Low,None
3.7,37.9994,-121.3177,1,None,Low,Low
3.7,37.9994,-121.3177,2,High,Low,Low
3.7,37.9994,-121.3177,3,None,Low,None
3.7,37.9994,-121.3177,4,None,Low,None
3.7,37.9994,-121.3177,5,None,Low,None
3.7,37.9994,-121.3177,6,None,Low,None
3.7,37.9994,-121.3177,7,None,Low,None
3.7,37.9994,-121.3177,8,None,Low,High
3.7,37.9994,-121.3177,9,None,Low,High
3.7,37.9994,-121.3177,10,None,Low,None
3.7,37.9994,-121.3177,11,None,Low,Medium
3.7,37.9994,-121.3177,12,None,Low,Low
3.7,37.9994,-121.3177,1,None,Low,Low
3.7,37.9994,-121.3177,2,Medium,Low,Low
3.7,37.9994,-121.3177,3,None,Low,Medium
3.7,37.9994,-121.3177,4,None,Low,Medium
3.7,37.9994,-121.3177,5,None,Low,High
3.7,37.9994,-121.3177,6,None,Low,None
3.7,37.9994,-121.3177,7,None,Low,None
3.7,37.9994,-121.3177,8,None,Low,None
3.7,37.9994,-121.3177,9,None,Low,None
3.7,37.9994,-121.3177,10,None,Low,None
3.7,37.9994,-121.3177,11,None,Low,None
3.7,37.9994,-121.3177,12,None,Low,None
3.7,37.9994,-121.3177,1,None,Low,None
3.7,37.9994,-121.3177,2,Medium,Low,None
3.7,37.9994,-121.3177,3,None,Low,None
3.7,37.9994,-121.3177,4,None,Low,None
3.7,37.9994,-121.3177,5,None,Low,None
3.7,37.9994,-121.3177,6,None,Low,None
3.7,37.9994,-121.3177,7,None,Low,None
3.7,37.9994,-121.3177,8,None,Low,None
3.7,37.9994,-121.3177,9,None,Low,None
3.7,37.9994,-121.3177,10,None,Low,None
3.7,37.9994,-121.3177,11,None,Low,None
3.7,37.9994,-121.3177,12,None,Low,None
3.7,37.9994,-121.3177,1,None,Low,None
3.7,37.9994,-121.3177,2,Medium,Low,None
3.7,37.9994,-121.3177,3,None,Low,None
3.7,37.9994,-121.3177,4,None,Low,None
3.7,37.9994,-121.3177,5,None,Low,None
3.7,37.9994,-121.3177,6,None,Low,None
3.7,37.9994,-121.3177,7,None,Low,None
1094.2,41.3206,-122.3081,1,Medium,High,Low
1094.2,41.3206,-122.3081,2,High,High,Low
1094.2,41.3206,-122.3081,3,High,High,Low
1094.2,41.3206,-122.3081,4,High,High,Low
1094.2,41.3206,-122.3081,5,High,Low,Low
1094.2,41.3206,-122.3081,6,High,Low,Medium
1094.2,41.3206,-122.3081,7,Low,Low,High
1094.2,41.3206,-122.3081,8,Low,Low,High
1094.2,41.3206,-122.3081,9,Low,Low,Medium
1094.2,41.3206,-122.3081,10,High,Low,None
1094.2,41.3206,-122.3081,11,High,High,Low
1094.2,41.3206,-122.3081,12,Medium,High,Low
1094.2,41.3206,-122.3081,1,High,High,Low
1094.2,41.3206,-122.3081,2,High,High,Low
1094.2,41.3206,-122.3081,3,High,High,Low
1094.2,41.3206,-122.3081,4,High,High,Low
1094.2,41.3206,-122.3081,5,Medium,Low,Medium
1094.2,41.3206,-122.3081,6,High,Low,Medium
1094.2,41.3206,-122.3081,7,Low,Low,High
1094.2,41.3206,-122.3081,8,Low,Low,High
1094.2,41.3206,-122.3081,9,None,Low,Medium
1094.2,41.3206,-122.3081,10,Medium,Low,None
1094.2,41.3206,-122.3081,11,High,High,Low
1094.2,41.3206,-122.3081,12,High,High,Low
1094.2,41.3206,-122.3081,1,Medium,High,Low
1094.2,41.3206,-122.3081,2,High,High,Low
1094.2,41.3206,-122.3081,3,High,High,Low
1094.2,41.3206,-122.3081,4,Medium,High,Low
1094.2,41.3206,-122.3081,5,Medium,Low,Medium
1094.2,41.3206,-122.3081,6,Medium,Low,Medium
1094.2,41.3206,-122.3081,7,Low,Low,High
1094.2,41.3206,-122.3081,8,Low,Low,High
1094.2,41.3206,-122.3081,9,High,Low,Medium
1094.2,41.3206,-122.3081,10,Medium,Low,Low
1094.2,41.3206,-122.3081,11,Medium,Low,Low
1094.2,41.3206,-122.3081,12,Medium,High,Low
1094.2,41.3206,-122.3081,1,Low,High,Low
1094.2,41.3206,-122.3081,2,High,High,Low
1094.2,41.3206,-122.3081,3,High,High,Low
1094.2,41.3206,-122.3081,4,Medium,Low,Low
1094.2,41.3206,-122.3081,5,Low,Low,Medium
1094.2,41.3206,-122.3081,6,Low,Low,Medium
1094.2,41.3206,-122.3081,7,Low,Low,High
182.9,33.1211,-117.0883,1,Medium,Low,Medium
182.9,33.1211,-117.0883,2,High,Low,Medium
182.9,33.1211,-117.0883,3,High,Low,Medium
182.9,33.1211,-117.0883,4,Medium,Low,Medium
182.9,33.1211,-117.0883,5,Medium,Low,Medium
182.9,33.1211,-117.0883,6,Low,Low,High
182.9,33.1211,-117.0883,7,Low,Low,High
182.9,33.1211,-117.0883,8,None,Low,High
182.9,33.1211,-117.0883,9,Low,Low,High
182.9,33.1211,-117.0883,10,Medium,Low,High
182.9,33.1211,-117.0883,11,High,Low,Medium
182.9,33.1211,-117.0883,12,Medium,Low,Medium
182.9,33.1211,-117.0883,1,Medium,Low,Medium
182.9,33.1211,-117.0883,2,High,Low,Medium
182.9,33.1211,-117.0883,3,High,Low,Medium
182.9,33.1211,-117.0883,4,High,Low,Medium
182.9,33.1211,-117.0883,5,Low,Low,Medium
182.9,33.1211,-117.0883,6,None,Low,High
182.9,33.1211,-117.0883,7,None,Low,High
182.9,33.1211,-117.0883,8,Low,Low,High
182.9,33.1211,-117.0883,9,Low,Low,High
182.9,33.1211,-117.0883,10,Medium,Low,High
182.9,33.1211,-117.0883,11,Medium,Low,Medium
182.9,33.1211,-117.0883,12,High,Low,Medium
182.9,33.1211,-117.0883,1,High,Low,Medium
182.9,33.1211,-117.0883,2,Medium,Low,Medium
182.9,33.1211,-117.0883,3,High,Low,Medium
182.9,33.1211,-117.0883,4,Low,Low,Medium
182.9,33.1211,-117.0883,5,Medium,Low,High
182.9,33.1211,-117.0883,6,None,Low,High
182.9,33.1211,-117.0883,7,Low,Low,High
182.9,33.1211,-117.0883,8,None,Low,High
182.9,33.1211,-117.0883,9,None,Low,High
182.9,33.1211,-117.0883,10,Medium,Low,High
182.9,33.1211,-117.0883,11,Medium,Low,Medium
182.9,33.1211,-117.0883,12,Medium,Low,Medium
182.9,33.1211,-117.0883,1,Low,Low,Medium
182.9,33.121,-117.09,2,High,Low,Medium
182.9,33.121,-117.09,3,Medium,Low,Medium
182.9,33.121,-117.09,4,Medium,Low,Medium
182.9,33.121,-117.09,5,None,Low,High
182.9,33.121,-117.09,6,None,Low,High
182.9,33.121,-117.09,7,Low,Low,High
27.4,33.8016,-118.3411,1,Medium,Low,Medium
27.4,33.8016,-118.3411,2,High,Low,Medium
27.4,33.8016,-118.3411,3,High,Low,Medium
27.4,33.8016,-118.3411,4,Low,Low,Medium
27.4,33.8016,-118.3411,5,Medium,Low,Low
27.4,33.8016,-118.3411,6,Low,Low,Medium
27.4,33.8016,-118.3411,7,None,Low,High
27.4,33.8016,-118.3411,8,None,Low,High
27.4,33.8016,-118.3411,9,None,Low,High
27.4,33.8016,-118.3411,10,Low,Low,Low
27.4,33.8016,-118.3411,11,Medium,Low,Low
27.4,33.8016,-118.3411,12,Low,Low,Medium
27.4,33.8016,-118.3411,1,Medium,Low,Medium
27.4,33.8016,-118.3411,2,Medium,Low,Medium
27.4,33.8016,-118.3411,3,Medium,Low,Medium
27.4,33.8016,-118.3419,4,High,Low,Medium
27.4,33.8016,-118.3419,5,Low,Low,Medium
27.4,33.8016,-118.3419,6,None,Low,Medium
27.4,33.8016,-118.3419,7,Low,Low,High
27.4,33.8016,-118.3419,8,None,Low,High
27.4,33.8016,-118.3419,9,None,Low,High
27.4,33.8016,-118.3419,10,Low,Low,High
27.4,33.8016,-118.3419,11,Medium,Low,Medium
27.4,33.8016,-118.3419,12,High,Low,Medium
27.4,33.8016,-118.3419,1,High,Low,Medium
27.4,33.8016,-118.3419,2,Low,Low,Medium
27.4,33.8016,-118.3419,3,Medium,Low,Medium
27.4,33.8016,-118.3419,4,None,Low,Medium
27.4,33.8016,-118.3419,5,Low,Low,High
27.4,33.8016,-118.3419,6,None,Low,High
27.4,33.8016,-118.3419,7,Low,Low,High
27.4,33.8016,-118.3419,8,None,Low,High
27.4,33.8016,-118.3419,9,None,Low,High
27.4,33.8016,-118.3419,10,Low,Low,Medium
27.4,33.8016,-118.3419,11,Medium,Low,Medium
27.4,33.8016,-118.3419,12,Low,Low,Medium
27.4,33.8016,-118.3419,1,Low,Low,Medium
27.4,33.8016,-118.3419,2,High,Low,Medium
27.4,33.8016,-118.3419,3,Medium,Low,Medium
27.4,33.8016,-118.3419,4,Medium,Low,Medium
27.4,33.8016,-118.3419,5,None,Low,High
27.4,33.8016,-118.3419,6,None,Low,High
27.4,33.8016,-118.3419,7,Low,Low,High
661.4,37.8792,-121.9303,1,High,Low,Low
661.4,37.8792,-121.9303,2,High,High,Low
661.4,37.8792,-121.9303,3,High,Low,Low
661.4,37.8792,-121.9303,4,Medium,Low,Low
661.4,37.8792,-121.9303,5,High,Low,Low
661.4,37.8792,-121.9303,6,High,Low,Medium
661.4,37.8792,-121.9303,7,Low,Low,High
661.4,37.8792,-121.9303,8,Low,Low,High
661.4,37.8792,-121.9303,9,Low,Low,High
661.4,37.8792,-121.9303,10,High,Low,Medium
661.4,37.8792,-121.9303,11,High,Low,Low
661.4,37.8792,-121.9303,12,Low,Low,Low
661.4,37.8792,-121.9303,1,High,Low,Low
661.4,37.8792,-121.9303,2,High,Low,Low
661.4,37.8792,-121.9303,3,High,Low,Low
661.4,37.8792,-121.9303,4,High,Low,Low
661.4,37.8792,-121.9303,5,Low,Low,Low
661.4,37.8792,-121.9303,6,Low,Low,Low
661.4,37.8792,-121.9303,7,Low,Low,High
661.4,37.8792,-121.9303,8,None,Low,High
661.4,37.8792,-121.9303,9,None,Low,High
661.4,37.8792,-121.9303,10,High,Low,Medium
661.4,37.8792,-121.9303,11,High,Low,Medium
661.4,37.8792,-121.9303,12,High,Low,Low
661.4,37.8792,-121.9303,1,Medium,Low,Low
661.4,37.8792,-121.9303,2,Medium,Low,Low
661.4,37.8792,-121.9303,3,Medium,Low,Medium
661.4,37.8792,-121.9303,4,Medium,Low,Medium
661.4,37.8792,-121.9303,5,Low,Low,Medium
661.4,37.8792,-121.9303,6,Low,Low,High
661.4,37.8792,-121.9303,7,None,Low,High
661.4,37.8792,-121.9303,8,None,Low,High
661.4,37.8792,-121.9303,9,Medium,Low,Low
661.4,37.8792,-121.9303,10,None,Low,Medium
661.4,37.8792,-121.9303,11,High,Low,Medium
661.4,37.8792,-121.9303,12,Medium,Low,Low
661.4,37.8792,-121.9303,1,Low,Low,Medium
661.4,37.8792,-121.9303,2,High,Low,Low
661.4,37.8792,-121.9303,3,High,Low,Medium
661.4,37.8792,-121.9303,4,High,Low,Medium
661.4,37.8792,-121.9303,5,Low,Low,Medium
661.4,37.8792,-121.9303,6,None,Low,High
661.4,37.8792,-121.9303,7,None,Low,High
7.6,37.4436,-122.1403,1,Medium,Low,Low
7.6,37.4436,-122.1403,2,Medium,Low,Low
7.6,37.4436,-122.1403,3,Medium,Low,Medium
7.6,37.4436,-122.1403,4,Medium,Low,Medium
7.6,37.4436,-122.1403,6,Low,Low,Medium
7.6,37.4436,-122.1403,7,None,Low,Low
7.6,37.4436,-122.1403,8,Low,Low,Medium
7.6,37.4436,-122.1403,9,Low,Low,High
7.6,37.4436,-122.1403,10,Medium,Low,Medium
7.6,37.4436,-122.1403,11,High,Low,Low
7.6,37.4436,-122.1403,12,Medium,Low,Low
7.6,37.4436,-122.1403,1,High,Low,Low
7.6,37.4436,-122.1403,2,Medium,Low,Low
7.6,37.4436,-122.1403,3,High,Low,Medium
7.6,37.4436,-122.1403,4,High,Low,Medium
7.6,37.4436,-122.1402,5,Low,Low,Medium
7.6,37.4436,-122.1402,6,Low,Low,Medium
7.6,37.4436,-122.1402,7,None,Low,High
7.6,37.4436,-122.1402,8,None,Low,High
7.6,37.4436,-122.1402,9,None,Low,Medium
7.6,37.4436,-122.1402,10,High,Low,Medium
7.6,37.4436,-122.1402,11,High,Low,Medium
7.6,37.4436,-122.1402,12,High,Low,Low
7.6,37.4436,-122.1402,1,Low,Low,Low
7.6,37.4436,-122.1402,2,Low,Low,Low
7.6,37.4436,-122.1402,3,Medium,Low,Medium
7.6,37.4436,-122.1402,4,Medium,Low,Low
7.6,37.4436,-122.1402,5,Low,Low,Medium
7.6,37.4436,-122.1402,6,Low,Low,High
7.6,37.4436,-122.1402,7,None,Low,High
7.6,37.4436,-122.1402,8,Low,Low,High
7.6,37.4436,-122.1402,9,Low,Low,High
7.6,37.4436,-122.1402,10,None,Low,Medium
7.6,37.4436,-122.1402,11,Medium,Low,Medium
7.6,37.4436,-122.1402,12,Low,Low,Low
7.6,37.4436,-122.1402,1,Medium,Low,Low
7.6,37.4436,-122.1402,2,High,Low,Low
7.6,37.4436,-122.1402,3,High,Low,Medium
7.6,37.4436,-122.1402,4,High,Low,Medium
7.6,37.4436,-122.1402,5,None,Low,Medium
7.6,37.4436,-122.1402,6,Low,Low,Low
7.6,37.4436,-122.1402,7,None,Low,Low
149.0,35.4344,-119.0542,1,Medium,Low,Low
149.0,35.4344,-119.0542,2,Medium,Low,Low
149.0,35.4344,-119.0542,3,High,Low,Medium
149.0,35.4344,-119.0542,4,Low,Low,Medium
149.0,35.4344,-119.0542,5,Low,Low,High
149.0,35.4344,-119.0542,6,Low,Low,High
149.0,35.4344,-119.0542,7,None,Low,High
149.0,35.4344,-119.0542,8,None,Low,High
149.0,35.4344,-119.0542,9,None,Low,High
149.0,35.4344,-119.0542,10,Medium,Low,High
149.0,35.4344,-119.0542,11,Medium,Low,Medium
149.0,35.4344,-119.0542,12,Low,Low,Low
149.0,35.4344,-119.0542,1,Medium,Low,Low
149.0,35.4344,-119.0542,2,Low,Low,Medium
149.0,35.4344,-119.0542,3,High,Low,Medium
149.0,35.4344,-119.0542,4,High,Low,Medium
149.0,35.4344,-119.0542,5,None,Low,High
149.0,35.4344,-119.0542,6,None,Low,High
149.0,35.4344,-119.0542,7,Low,Low,High
149.0,35.4344,-119.0542,8,None,Low,High
149.0,35.4344,-119.0542,9,None,Low,High
149.0,35.4344,-119.0542,10,Low,Low,High
149.0,35.4344,-119.0542,11,Low,Low,Medium
149.0,35.4344,-119.0542,12,Medium,Low,Low
149.0,35.4344,-119.0542,1,Medium,Low,Low
149.0,35.4344,-119.0542,2,Medium,Low,Low
149.0,35.4344,-119.0542,3,Medium,Low,Medium
149.0,35.4344,-119.0542,4,Low,Low,High
149.0,35.4344,-119.0542,5,Low,Low,High
149.0,35.4344,-119.0542,6,None,Low,High
149.0,35.4344,-119.0542,7,None,Low,High
149.0,35.4344,-119.0542,8,None,Low,High
149.0,35.4344,-119.0542,9,None,Low,High
149.0,35.4344,-119.0542,10,Low,Low,High
149.0,35.4344,-119.0542,11,Medium,Low,Medium
149.0,35.4344,-119.0542,12,Low,Low,Low
149.0,35.4344,-119.0542,1,Low,Low,Medium
149.0,35.4344,-119.0542,2,Low,Low,Medium
149.0,35.4344,-119.0542,3,Medium,Low,Medium
149.0,35.4344,-119.0542,4,Medium,Low,High
149.0,35.4344,-119.0542,5,Low,Low,High
149.0,35.4344,-119.0542,6,None,Low,High
149.0,35.4344,-119.0542,7,None,Low,High
101.5,36.78,-119.7194,1,High,Low,Low
101.5,36.78,-119.7194,2,High,Low,Low
101.5,36.78,-119.7194,3,High,Low,Medium
101.5,36.78,-119.7194,4,Low,Low,Medium
101.5,36.78,-119.7194,5,Medium,Low,Medium
101.5,36.78,-119.7194,6,High,Low,High
101.5,36.78,-119.7194,7,None,Low,High
101.5,36.78,-119.7194,8,None,Low,High
101.5,36.78,-119.7194,9,None,Low,High
101.5,36.78,-119.7194,10,Medium,Low,High
101.5,36.78,-119.7194,11,Medium,Low,Medium
101.5,36.78,-119.7194,12,None,Low,Low
101.5,36.78,-119.7194,1,High,Low,Low
101.5,36.78,-119.7194,2,Medium,Low,Low
101.5,36.78,-119.7194,3,High,Low,Medium
101.5,36.78,-119.7194,4,High,Low,Medium
101.5,36.78,-119.7194,5,None,Low,High
101.5,36.78,-119.7194,6,Medium,Low,High
101.5,36.78,-119.7194,7,None,Low,High
101.5,36.78,-119.7194,8,None,Low,High
101.5,36.78,-119.7194,9,None,Low,High
101.5,36.78,-119.7194,10,Low,Low,High
101.5,36.78,-119.7194,11,Medium,Low,Medium
101.5,36.78,-119.7194,12,High,Low,Low
101.5,36.78,-119.7194,1,Medium,Low,Low
101.5,36.78,-119.7194,2,Medium,Low,Low
101.5,36.78,-119.7194,3,Medium,Low,Medium
101.5,36.78,-119.7194,4,Low,Low,High
101.5,36.78,-119.7194,5,Low,Low,High
101.5,36.78,-119.7194,6,Medium,Low,High
101.5,36.78,-119.7194,7,None,Low,High
101.5,36.78,-119.7194,8,None,Low,High
101.5,36.78,-119.7194,9,Low,Low,High
101.5,36.78,-119.7194,10,Low,Low,High
101.5,36.78,-119.7194,11,Medium,Low,Medium
101.5,36.78,-119.7194,12,Low,Low,Low
101.5,36.78,-119.7194,1,Medium,Low,Medium
101.5,36.78,-119.7194,2,High,Low,Medium
101.5,36.78,-119.7194,3,Medium,Low,Medium
101.5,36.78,-119.7194,4,Medium,Low,High
101.5,36.78,-119.7194,5,Low,Low,High
101.5,36.78,-119.7194,6,None,Low,High
101.5,36.78,-119.7194,7,Low,Low,High
143.3,35.4186,-119.0508,1,Medium,Low,Low
143.3,35.4186,-119.0508,2,Medium,Low,Low
143.3,35.4186,-119.0508,3,High,Low,Medium
143.3,35.4186,-119.0508,4,Medium,Low,Low
143.3,35.4186,-119.0508,5,Low,Low,Medium
143.3,35.4186,-119.0508,6,Low,Low,High
143.3,35.4186,-119.0508,7,None,Low,High
143.3,35.4186,-119.0508,8,None,Low,High
143.3,35.4186,-119.0508,9,None,Low,High
143.3,35.4186,-119.0508,10,Medium,Low,High
143.3,35.4186,-119.0508,11,Medium,Low,Medium
143.3,35.4186,-119.0508,12,Low,Low,Low
143.3,35.4186,-119.0508,1,Low,Low,Low
143.3,35.4186,-119.0508,2,Low,Low,Low
143.3,35.4186,-119.0508,3,High,Low,Medium
143.3,35.4186,-119.0508,4,High,Low,Medium
143.3,35.4186,-119.0508,5,None,Low,High
143.3,35.4186,-119.0508,6,None,Low,High
143.3,35.4186,-119.0508,7,Low,Low,High
143.3,35.4186,-119.0508,8,None,Low,High
143.3,35.4186,-119.0508,9,None,Low,High
143.3,35.4186,-119.0508,10,Low,Low,High
143.3,35.4186,-119.0508,11,Low,Low,Medium
143.3,35.4186,-119.0508,12,Medium,Low,Low
143.3,35.4186,-119.0508,1,Medium,Low,Low
143.3,35.4186,-119.0508,2,Medium,Low,Low
143.3,35.4186,-119.0508,3,Medium,Low,Medium
143.3,35.4186,-119.0508,4,Low,Low,Medium
143.3,35.4186,-119.0508,5,Low,Low,High
143.3,35.4186,-119.0508,6,None,Low,High
143.3,35.4186,-119.0508,7,None,Low,High
143.3,35.4186,-119.0508,8,None,Low,High
143.3,35.4186,-119.0508,9,None,Low,High
143.3,35.4186,-119.0508,10,Low,Low,High
143.3,35.4186,-119.0508,11,Low,Low,Medium
143.3,35.4186,-119.0508,12,Low,Low,Low
143.3,35.4186,-119.0508,1,Low,Low,Medium
143.3,35.4186,-119.0508,2,Low,Low,Medium
143.3,35.4186,-119.0508,3,Medium,Low,Medium
143.3,35.4186,-119.0508,4,Medium,Low,Medium
143.3,35.4186,-119.0508,5,Low,Low,High
143.3,35.4186,-119.0508,6,None,Low,High
143.3,35.4186,-119.0508,7,None,Low,High
100.0,36.7525,-119.7017,1,High,Low,Low
100.0,36.7525,-119.7017,2,Medium,Low,Low
100.0,36.7525,-119.7017,3,High,Low,Medium
100.0,36.7525,-119.7017,4,Low,Low,Medium
100.0,36.7525,-119.7017,5,Low,Low,Medium
100.0,36.7525,-119.7017,6,High,Low,High
100.0,36.7525,-119.7017,7,Low,Low,High
100.0,36.7525,-119.7017,8,None,Low,High
100.0,36.7525,-119.7017,9,None,Low,High
100.0,36.7525,-119.7017,10,Low,Low,High
100.0,36.7525,-119.7017,11,Medium,Low,Medium
100.0,36.7525,-119.7017,12,None,Low,Low
100.0,36.7525,-119.7017,1,High,Low,Low
100.0,36.7525,-119.7017,2,Medium,Low,Medium
100.0,36.7525,-119.7017,3,High,Low,Medium
100.0,36.7525,-119.7017,4,High,Low,Medium
100.0,36.7525,-119.7017,5,None,Low,High
100.0,36.7525,-119.7017,6,None,Low,High
100.0,36.7525,-119.7017,7,None,Low,High
100.0,36.7525,-119.7017,8,Low,Low,High
100.0,36.7525,-119.7017,9,None,Low,High
100.0,36.7525,-119.7017,10,Low,Low,High
100.0,36.7525,-119.7017,11,Medium,Low,Medium
100.0,36.7525,-119.7017,12,High,Low,Low
100.0,36.7525,-119.7017,1,Medium,Low,Low
100.0,36.7525,-119.7017,2,Medium,Low,Low
100.0,36.7525,-119.7017,3,Medium,Low,Medium
100.0,36.7525,-119.7017,4,Low,Low,High
100.0,36.7525,-119.7017,5,Low,Low,High
100.0,36.7525,-119.7017,6,None,Low,High
100.0,36.7525,-119.7017,7,None,Low,High
100.0,36.7525,-119.7017,8,None,Low,High
100.0,36.7525,-119.7017,9,Low,Low,Medium
100.0,36.7525,-119.7017,10,Low,Low,High
100.0,36.7525,-119.7017,11,High,Low,Medium
100.0,36.7525,-119.7017,12,Low,Low,Low
100.0,36.7525,-119.7017,1,Medium,Low,Medium
100.0,36.7525,-119.7017,2,High,Low,Medium
100.0,36.7525,-119.7017,3,Medium,Low,Medium
100.0,36.7525,-119.7017,4,Medium,Low,High
100.0,36.7525,-119.7017,5,Low,Low,Low
103.0,36.7672,-119.7092,6,None,Low,High
103.0,36.7672,-119.7092,7,Low,Low,High
524.3,36.9092,-119.0883,1,High,Low,Low
524.3,36.9092,-119.0883,2,High,Low,Low
524.3,36.9092,-119.0883,3,High,Low,Low
524.3,36.9092,-119.0883,4,High,Low,Medium
524.3,36.9092,-119.0883,5,High,Low,Medium
524.3,36.9092,-119.0883,6,High,Low,Medium
524.3,36.9092,-119.0883,7,Low,Low,High
524.3,36.9092,-119.0883,8,None,Low,High
524.3,36.9092,-119.0883,9,Low,Low,High
524.3,36.9092,-119.0883,10,High,Low,High
524.3,36.9092,-119.0883,11,High,Low,Low
524.3,36.9092,-119.0883,12,None,Low,Low
524.3,36.9092,-119.0883,1,High,Low,Low
524.3,36.9092,-119.0883,2,Medium,Low,Low
524.3,36.9092,-119.0883,3,High,Low,Low
524.3,36.9092,-119.0883,4,High,Low,Medium
524.3,36.9092,-119.0883,5,Low,Low,High
524.3,36.9092,-119.0883,6,Low,Low,High
524.3,36.9092,-119.0883,7,None,Low,High
524.3,36.9092,-119.0883,8,None,Low,High
524.3,36.9092,-119.0883,9,None,Low,High
524.3,36.9092,-119.0883,10,Medium,Low,Medium
524.3,36.9092,-119.0883,11,High,Low,Medium
524.3,36.9092,-119.0883,12,High,Low,Low
524.3,36.9092,-119.0883,1,High,Low,Low
524.3,36.9092,-119.0883,2,Medium,Low,Low
524.3,36.9092,-119.0883,3,Medium,Low,Medium
524.3,36.9092,-119.0883,4,Medium,Low,Medium
524.3,36.9092,-119.0883,5,Medium,Low,High
524.3,36.9092,-119.0883,6,None,Low,High
524.3,36.9092,-119.0883,7,None,Low,High
524.3,36.9092,-119.0883,8,None,Low,High
524.3,36.9092,-119.0883,9,Low,Low,High
524.3,36.9092,-119.0883,10,Medium,Low,Medium
524.3,36.9092,-119.0883,11,Medium,Low,Medium
524.3,36.9092,-119.0883,12,Medium,Low,Low
524.3,36.9092,-119.0883,1,Medium,Low,Low
524.3,36.9092,-119.0883,2,High,Low,Low
524.3,36.9092,-119.0883,3,High,Low,Medium
524.3,36.9092,-119.0883,4,High,Low,Medium
524.3,36.9092,-119.0883,5,Low,Low,High
528.8,36.9092,-119.0883,6,None,Low,High
528.8,36.9092,-119.0883,7,Low,Low,High
826.0,39.8717,-121.6108,1,High,Low,Low
826.0,39.8717,-121.6108,2,High,Low,Low
826.0,39.8717,-121.6108,3,High,Low,Low
826.0,39.8717,-121.6108,4,High,Low,None
826.0,39.8717,-121.6108,5,High,Low,Medium
826.0,39.8717,-121.6108,6,High,Low,Medium
826.0,39.8717,-121.6108,7,None,Low,None
826.0,39.8717,-121.6108,8,None,Low,High
826.0,39.8717,-121.6108,9,Low,Low,High
