@relation 'Weather-Dated-weka.filters.unsupervised.attribute.Remove-R1-2,6,8,10,12'

@attribute ELEVATION numeric
@attribute LATITUDE numeric
@attribute LONGITUDE numeric
@attribute MONTH numeric
@attribute TPCP_CLASS {Medium,High,Low,None}
@attribute TSNW_CLASS {Low,High}
@attribute MNTM_CLASS {Medium,Low,High,None}

@data
636.7,34.5894,-118.4547,1,High,Low,None
636.7,34.5894,-118.4547,2,High,Low,None
636.7,34.5894,-118.4547,3,High,Low,None
636.7,34.5894,-118.4547,4,High,Low,None
636.7,34.5894,-118.4547,5,Low,Low,None
636.7,34.5894,-118.4547,6,None,Low,None
636.7,34.5894,-118.4547,7,None,Low,None
636.7,34.5894,-118.4547,8,Low,Low,None
636.7,34.5894,-118.4547,9,Low,Low,None
636.7,34.5894,-118.4547,10,Low,Low,None
636.7,34.5894,-118.4547,11,High,Low,None
636.7,34.5894,-118.4547,12,High,Low,None
636.7,34.5894,-118.4547,1,Medium,Low,None
636.7,34.5894,-118.4547,2,Medium,Low,None
636.7,34.5894,-118.4547,3,Medium,Low,None
636.7,34.5894,-118.4547,4,Low,Low,None
636.7,34.5894,-118.4547,5,Medium,Low,None
636.7,34.5894,-118.4547,6,None,Low,None
636.7,34.5894,-118.4547,7,Low,Low,None
636.7,34.5894,-118.4547,8,None,Low,None
636.7,34.5894,-118.4547,9,None,Low,None
636.7,34.5894,-118.4547,10,Low,Low,None
636.7,34.5894,-118.4547,11,Medium,Low,None
636.7,34.5894,-118.4547,12,Medium,Low,None
636.7,34.5894,-118.4547,1,Low,Low,None
636.7,34.5894,-118.4547,2,High,Low,None
636.7,34.5894,-118.4547,3,High,Low,None
636.7,34.5894,-118.4547,4,Medium,Low,None
636.7,34.5894,-118.4547,5,Low,Low,None
636.7,34.5894,-118.4547,6,None,Low,None
636.7,34.5894,-118.4547,7,None,Low,None
1286.3,35.1011,-118.4222,1,Medium,High,Low
1286.3,35.1011,-118.4222,2,Medium,High,None
1286.3,35.1011,-118.4222,3,High,High,Low
1286.3,35.1011,-118.4222,4,Medium,High,Low
1286.3,35.1011,-118.4222,5,Medium,Low,Low
1286.3,35.1011,-118.4222,6,Low,Low,Medium
1286.3,35.1011,-118.4222,7,None,Low,High
1286.3,35.1011,-118.4222,8,None,Low,None
1286.3,35.1011,-118.4222,9,None,Low,None
1286.3,35.1011,-118.4222,10,Medium,Low,Medium
1286.3,35.1011,-118.4222,11,High,Low,Low
1286.3,35.1011,-118.4222,12,Low,High,Low
1286.3,35.1011,-118.4222,1,Medium,Low,Low
1286.3,35.1011,-118.4222,2,Medium,High,Low
1286.3,35.1011,-118.4222,3,High,High,Low
1286.3,35.1011,-118.4222,4,High,High,Low
1286.3,35.1011,-118.4222,5,Low,Low,Medium
1286.3,35.1011,-118.4222,6,Low,Low,Medium
1286.3,35.1011,-118.4222,7,Low,Low,Medium
1286.3,35.1011,-118.4222,8,None,Low,None
1286.3,35.1011,-118.4222,9,None,Low,None
1286.3,35.1011,-118.4222,10,Medium,Low,Low
1286.3,35.1011,-118.4222,11,High,Low,Low
1286.3,35.1011,-118.4222,12,Low,Low,None
1286.3,35.1011,-118.4222,1,Medium,Low,Low
1286.3,35.1011,-118.4222,2,Medium,High,None
1286.3,35.1011,-118.4222,3,High,Low,Low
1286.3,35.1011,-118.4222,4,Medium,Low,None
1286.3,35.1011,-118.4222,5,Medium,Low,None
1286.3,35.1011,-118.4222,6,Low,Low,Low
1286.3,35.1011,-118.4222,7,Low,Low,High
1286.3,35.1011,-118.4222,8,None,Low,High
1286.3,35.1011,-118.4222,9,None,Low,Medium
1286.3,35.1011,-118.4222,10,Medium,Low,Medium
1286.3,35.1011,-118.4222,11,High,Low,Low
1286.3,35.1011,-118.4222,12,Medium,High,Low
1286.3,35.1011,-118.4222,1,Low,Low,Low
1286.3,35.1011,-118.4222,2,High,Low,Low
1286.3,35.1011,-118.4222,3,High,Low,Low
1286.3,35.1011,-118.4222,4,Medium,Low,None
1286.3,35.1011,-118.4222,5,Medium,Low,None
1286.3,35.1011,-118.4222,6,Low,Low,Low
1286.3,35.1011,-118.4222,7,None,Low,High
96.0,35.3056,-120.6639,1,High,Low,Medium
96.0,35.3056,-120.6639,2,Medium,Low,Low
96.0,35.3056,-120.6639,3,Low,Low,Medium
96.0,35.3055,-120.6638,4,Low,Low,Medium
96.0,35.3055,-120.6638,5,Medium,Low,Medium
96.0,35.3055,-120.6638,6,High,Low,Medium
96.0,35.3055,-120.6638,7,Low,Low,Medium
96.0,35.3055,-120.6638,8,None,Low,Medium
96.0,35.3055,-120.6638,9,Low,Low,Medium
96.0,35.3055,-120.6638,10,Medium,Low,Medium
96.0,35.3055,-120.6638,11,High,Low,Medium
93.9,35.3038,-120.665,12,Low,Low,None
93.9,35.3038,-120.665,1,High,Low,Medium
93.9,35.3038,-120.665,2,Medium,Low,Medium
93.9,35.3038,-120.665,3,High,Low,Medium
93.9,35.3038,-120.665,4,High,Low,Medium
93.9,35.3038,-120.665,5,None,Low,Medium
93.9,35.3038,-120.665,6,None,Low,Medium
93.9,35.3038,-120.665,7,Low,Low,Medium
93.9,35.3038,-120.665,8,Low,Low,High
93.9,35.3038,-120.665,9,None,Low,High
93.9,35.3038,-120.665,10,High,Low,High
93.9,35.3038,-120.665,11,High,Low,Medium
93.9,35.3038,-120.665,12,High,Low,Medium
93.9,35.3038,-120.665,1,High,Low,Medium
93.9,35.3038,-120.665,2,Medium,Low,Medium
93.9,35.3038,-120.665,3,Medium,Low,Medium
93.9,35.3038,-120.665,4,None,Low,Medium
93.9,35.3038,-120.665,5,Low,Low,Medium
93.9,35.3038,-120.665,6,Low,Low,High
93.9,35.3056,-120.6619,7,Low,Low,High
93.9,35.3056,-120.6619,8,None,Low,High
93.9,35.3056,-120.6619,9,Low,Low,High
93.9,35.3056,-120.6619,10,Medium,Low,Medium
93.9,35.3056,-120.6619,11,Medium,Low,Medium
93.9,35.3056,-120.6619,12,Low,Low,None
93.9,35.3056,-120.6619,1,Low,Low,Medium
93.9,35.3056,-120.6619,2,High,Low,Medium
93.9,35.3056,-120.6619,3,High,Low,Medium
93.9,35.3056,-120.6619,4,Medium,Low,Medium
93.9,35.3056,-120.6619,5,None,Low,Medium
93.9,35.3056,-120.6619,6,None,Low,Medium
93.9,35.3056,-120.6619,7,None,Low,High
99.1,36.3283,-119.2992,1,High,Low,Low
99.1,36.3283,-119.2992,2,Medium,Low,Low
99.1,36.3283,-119.2992,3,High,Low,Medium
99.1,36.3283,-119.2992,4,Medium,Low,Medium
99.1,36.3283,-119.2992,5,Medium,Low,Medium
99.1,36.3283,-119.2992,6,Medium,Low,High
99.1,36.3283,-119.2992,7,None,Low,High
99.1,36.3283,-119.2992,8,None,Low,High
99.1,36.3283,-119.2992,9,None,Low,High
99.1,36.3283,-119.2992,10,None,Low,High
99.1,36.3283,-119.2992,11,Medium,Low,Medium
99.1,36.3283,-119.2992,12,None,Low,Low
99.1,36.3283,-119.2992,1,Medium,Low,Low
99.1,36.3283,-119.2992,2,Low,Low,Low
99.1,36.3283,-119.2992,3,High,Low,Medium
99.1,36.3283,-119.2992,4,High,Low,Medium
99.1,36.3283,-119.2992,5,None,Low,High
99.1,36.3283,-119.2992,6,Medium,Low,High
99.1,36.3283,-119.2992,7,None,Low,High
99.1,36.3283,-119.2992,8,None,Low,High
99.1,36.3283,-119.2992,9,None,Low,High
99.1,36.3283,-119.2992,10,Low,Low,High
99.1,36.3283,-119.2992,11,Medium,Low,Low
99.1,36.3283,-119.2992,12,High,Low,Low
99.1,36.3283,-119.2992,1,Low,Low,Low
99.1,36.3283,-119.2992,2,Medium,Low,Low
99.1,36.3283,-119.2992,3,Medium,Low,Medium
99.1,36.3283,-119.2992,4,None,Low,Medium
99.1,36.3283,-119.2992,5,Medium,Low,High
99.1,36.3283,-119.2992,6,None,Low,High
99.1,36.3283,-119.2992,7,None,Low,High
99.1,36.3283,-119.2992,8,Low,Low,High
99.1,36.3283,-119.2992,9,None,Low,High
99.1,36.3283,-119.2992,10,Low,Low,Low
99.1,36.3283,-119.2992,11,Medium,Low,Medium
99.1,36.3283,-119.2992,12,Low,Low,Low
99.1,36.3283,-119.2992,1,Medium,Low,Low
99.1,36.3283,-119.2992,2,Medium,Low,Medium
99.1,36.3283,-119.2992,3,High,Low,Medium
99.1,36.3283,-119.2992,4,Medium,Low,Medium
99.1,36.3283,-119.2992,5,None,Low,High
106.7,36.3278,-119.2994,6,None,Low,High
106.7,36.3278,-119.2994,7,None,Low,High
131.1,34.0697,-118.4427,1,Medium,Low,Medium
131.1,34.0697,-118.4427,2,High,Low,Medium
131.1,34.0697,-118.4427,3,High,Low,Medium
131.1,34.0697,-118.4427,4,None,Low,Medium
131.1,34.0697,-118.4427,5,Medium,Low,Medium
131.1,34.0697,-118.4427,6,Low,Low,Medium
131.1,34.0697,-118.4427,7,None,Low,High
131.1,34.0697,-118.4427,8,None,Low,High
131.1,34.0697,-118.4427,9,Low,Low,High
131.1,34.0697,-118.4427,10,High,Low,High
131.1,34.0697,-118.4427,11,High,Low,Medium
131.1,34.0697,-118.4427,12,Medium,Low,Medium
131.1,34.0697,-118.4427,1,High,Low,Medium
131.1,34.0697,-118.4427,2,Low,Low,Medium
131.1,34.0697,-118.4427,3,High,Low,Medium
131.1,34.0697,-118.4427,4,High,Low,Medium
131.1,34.0697,-118.4427,5,Low,Low,Medium
131.1,34.0697,-118.4427,6,None,Low,Medium
131.1,34.0697,-118.4427,7,Low,Low,High
131.1,34.0697,-118.4427,8,None,Low,High
131.1,34.0697,-118.4427,9,Low,Low,High
131.1,34.0697,-118.4427,10,Low,Low,High
131.1,34.0697,-118.4427,11,High,Low,Medium
131.1,34.0697,-118.4427,12,High,Low,Medium
131.1,34.0697,-118.4427,1,High,Low,Medium
131.1,34.0697,-118.4427,2,Low,Low,Medium
131.1,34.0697,-118.4427,3,Medium,Low,Medium
131.1,34.0697,-118.4427,4,Medium,Low,Medium
131.1,34.0697,-118.4427,5,Medium,Low,High
131.1,34.0697,-118.4427,6,None,Low,High
131.1,34.0697,-118.4427,7,Low,Low,High
131.1,34.0697,-118.4427,8,None,Low,High
131.1,34.0697,-118.4427,9,None,Low,High
131.1,34.0697,-118.4427,10,Low,Low,High
131.1,34.0697,-118.4427,11,Medium,Low,Medium
131.1,34.0697,-118.4427,12,Low,Low,Medium
131.1,34.0697,-118.4427,1,Low,Low,Medium
131.1,34.0697,-118.4427,2,High,Low,Medium
131.1,34.0697,-118.4427,3,Medium,Low,Medium
131.1,34.0697,-118.4427,4,Low,Low,Medium
131.1,34.0697,-118.4427,5,None,Low,High
131.1,34.0697,-118.4427,6,None,Low,High
131.1,34.0697,-118.4427,7,None,Low,High
1508.8,39.8056,-120.1858,1,Low,High,Low
1508.8,39.8056,-120.1858,2,High,High,Low
1508.8,39.8056,-120.1858,3,High,High,Low
1508.8,39.8056,-120.1858,4,Medium,High,Low
1508.8,39.8056,-120.1858,5,Medium,High,Low
1508.8,39.8056,-120.1858,6,High,High,Medium
1508.8,39.8056,-120.1858,7,Medium,Low,Medium
1508.8,39.8056,-120.1858,8,Low,Low,Medium
1508.8,39.8056,-120.1858,9,Low,Low,Medium
1508.8,39.8056,-120.1858,10,Medium,Low,Medium
1508.8,39.8056,-120.1858,11,Medium,High,Low
1508.8,39.8056,-120.1858,12,High,High,Low
1508.8,39.8056,-120.1858,1,High,High,Low
1508.8,39.8056,-120.1858,2,Medium,High,Low
1508.8,39.8056,-120.1858,3,High,High,Low
1508.8,39.8056,-120.1858,4,Medium,High,Low
1508.8,39.8056,-120.1858,5,Medium,Low,Low
1508.8,39.8056,-120.1858,6,Medium,High,Medium
1508.8,39.8056,-120.1858,7,Medium,Low,High
1508.8,39.8056,-120.1858,8,Low,Low,High
1508.8,39.8056,-120.1858,9,Low,Low,Medium
1508.8,39.8056,-120.1858,10,Medium,Low,Low
1508.8,39.8056,-120.1858,11,High,High,Low
1508.8,39.8056,-120.1858,12,High,High,Low
1508.8,39.8056,-120.1858,1,Medium,High,None
1508.8,39.8056,-120.1858,2,Low,High,Low
1508.8,39.8056,-120.1858,3,Medium,High,Low
1508.8,39.8056,-120.1858,4,Medium,High,Low
1508.8,39.8056,-120.1858,5,Medium,Low,Medium
1508.8,39.8056,-120.1858,6,Low,Low,Medium
1508.8,39.8056,-120.1858,7,Medium,Low,High
1508.8,39.8056,-120.1858,8,Low,Low,Medium
1508.8,39.8056,-120.1858,9,Medium,Low,Medium
1508.8,39.8056,-120.1858,10,Medium,High,Low
1508.8,39.8056,-120.1858,11,Medium,High,Low
1508.8,39.8056,-120.1858,12,Medium,High,None
1508.8,39.8056,-120.1858,1,Medium,High,Low
1508.8,39.8056,-120.1858,2,High,High,Low
1508.8,39.8056,-120.1858,3,High,High,Low
1508.8,39.8056,-120.1858,4,Low,High,Low
1508.8,39.8056,-120.1858,5,Medium,Low,Medium
1508.8,39.8056,-120.1858,6,None,Low,Medium
1508.8,39.8056,-120.1858,7,Medium,Low,High
552.0,33.7381,-116.8939,1,Medium,Low,Medium
552.0,33.7381,-116.8939,2,Low,Low,Low
552.0,33.7381,-116.8939,3,High,Low,Medium
552.0,33.7381,-116.8939,4,Low,Low,Medium
552.0,33.7381,-116.8939,5,Low,Low,Medium
552.0,33.7381,-116.8939,6,Low,Low,High
552.0,33.7381,-116.8939,7,Medium,Low,High
552.0,33.7381,-116.8939,8,None,Low,High
552.0,33.7381,-116.8939,9,None,Low,High
552.0,33.7381,-116.8939,10,Low,Low,High
552.0,33.7381,-116.8939,11,High,Low,Medium
552.0,33.7381,-116.8939,12,Medium,Low,Low
552.0,33.7381,-116.8939,1,Medium,Low,Low
552.0,33.7381,-116.8939,2,High,Low,Medium
552.0,33.7381,-116.8939,3,High,Low,Medium
552.0,33.7381,-116.8939,4,High,Low,Medium
552.0,33.7381,-116.8939,5,Low,Low,High
552.0,33.7381,-116.8939,6,None,Low,High
552.0,33.7381,-116.8939,7,Low,Low,High
552.0,33.7381,-116.8939,8,Medium,Low,High
552.0,33.7381,-116.8939,9,Medium,Low,High
552.0,33.7381,-116.8939,10,Low,Low,High
552.0,33.7381,-116.8939,11,Low,Low,Medium
552.0,33.7381,-116.8939,12,High,Low,Medium
552.0,33.7381,-116.8939,1,Medium,Low,Low
552.0,33.7381,-116.8939,2,Medium,Low,Low
552.0,33.7381,-116.8939,3,Medium,Low,Medium
552.0,33.7381,-116.8939,4,None,Low,Medium
552.0,33.7381,-116.8939,5,Low,Low,High
552.0,33.7381,-116.8939,6,None,Low,High
552.0,33.7381,-116.8939,7,Low,Low,High
552.0,33.7381,-116.8939,8,Low,Low,High
552.0,33.7381,-116.8939,9,Medium,Low,High
552.0,33.7381,-116.8939,10,Medium,Low,High
552.0,33.7381,-116.8939,11,Medium,Low,Medium
552.0,33.7381,-116.8939,12,Medium,Low,Medium
552.0,33.7381,-116.8939,1,Low,Low,Medium
552.0,33.7381,-116.8939,2,High,Low,Medium
552.0,33.7381,-116.8939,3,High,Low,Medium
552.0,33.7381,-116.8939,4,Medium,Low,Medium
552.0,33.7381,-116.8939,5,None,Low,High
552.0,33.7381,-116.8939,6,None,Low,High
552.0,33.7381,-116.8939,7,None,Low,High
434.3,35.0233,-118.7497,1,Medium,Low,Low
434.3,35.0233,-118.7497,2,High,Low,Low
434.3,35.0233,-118.7497,3,High,Low,Medium
434.3,35.0233,-118.7497,4,Low,Low,Medium
434.3,35.0233,-118.7497,5,Medium,Low,High
434.3,35.0233,-118.7497,6,Low,Low,High
434.3,35.0233,-118.7497,7,None,Low,High
434.3,35.0233,-118.7497,8,None,Low,High
434.3,35.0233,-118.7497,9,None,Low,Low
434.3,35.0233,-118.7497,10,High,Low,High
434.3,35.0233,-118.7497,11,Medium,Low,Medium
434.3,35.0233,-118.7497,12,Low,Low,Low
434.3,35.0233,-118.7497,1,Medium,Low,Low
434.3,35.0233,-118.7497,2,High,Low,Low
434.3,35.0233,-118.7497,3,High,Low,Medium
434.3,35.0233,-118.7497,4,High,Low,Medium
434.3,35.0233,-118.7497,5,None,Low,High
434.3,35.0233,-118.7497,6,None,Low,High
434.3,35.0233,-118.7497,7,None,Low,High
434.3,35.0233,-118.7497,8,None,Low,High
434.3,35.0233,-118.7497,9,None,Low,High
434.3,35.0233,-118.7497,10,Medium,Low,High
434.3,35.0233,-118.7497,11,Low,Low,Medium
434.3,35.0233,-118.7497,12,High,Low,Low
434.3,35.0233,-118.7497,1,High,Low,Low
434.3,35.0233,-118.7497,2,High,Low,Low
434.3,35.0233,-118.7497,3,Medium,Low,Medium
434.3,35.0233,-118.7497,4,Low,Low,Medium
434.3,35.0233,-118.7497,5,Medium,Low,High
434.3,35.0233,-118.7497,6,None,Low,High
434.3,35.0233,-118.7497,7,None,Low,High
434.3,35.0233,-118.7497,8,None,Low,High
434.3,35.0233,-118.7497,9,None,Low,High
434.3,35.0233,-118.7497,10,Low,Low,High
434.3,35.0233,-118.7497,11,Medium,Low,Medium
434.3,35.0233,-118.7497,12,Medium,Low,Low
434.3,35.0233,-118.7497,1,Low,Low,Medium
434.3,35.0233,-118.7497,2,Medium,Low,Medium
434.3,35.0233,-118.7497,3,Medium,Low,Medium
434.3,35.0233,-118.7497,4,High,Low,High
434.3,35.0233,-118.7497,5,Medium,Low,Low
434.3,35.0233,-118.7497,6,None,Low,High
434.3,35.0233,-118.7497,7,None,Low,High
41.1,38.5227,-121.9683,1,Low,Low,Low
41.1,38.5227,-121.9683,2,High,Low,Low
41.1,38.5227,-121.9683,3,High,Low,Medium
41.1,38.5227,-121.9683,4,Medium,Low,Medium
41.1,38.5227,-121.9683,5,Low,Low,Medium
41.1,38.5227,-121.9683,6,Low,Low,High
41.1,38.5227,-121.9683,7,None,Low,High
41.1,38.5227,-121.9683,8,None,Low,High
41.1,38.5227,-121.9683,9,Low,Low,High
41.1,38.5227,-121.9683,10,Medium,Low,High
41.1,38.5227,-121.9683,11,High,Low,Low
41.1,38.5227,-121.9683,12,High,Low,Low
41.1,38.5227,-121.9683,1,Low,Low,Low
41.1,38.5227,-121.9683,2,High,Low,Medium
41.1,38.5227,-121.9683,3,High,Low,Medium
41.1,38.5227,-121.9683,4,Medium,Low,Medium
41.1,38.5227,-121.9683,5,Low,Low,High
41.1,38.5227,-121.9683,6,Low,Low,High
41.1,38.5227,-121.9683,7,None,Low,High
41.1,38.5227,-121.9683,8,None,Low,High
41.1,38.5252,-121.9777,9,Low,Low,High
41.1,38.5252,-121.9777,10,Medium,Low,High
41.1,38.5252,-121.9777,11,High,Low,Medium
41.1,38.5252,-121.9777,12,High,Low,Low
41.1,38.5252,-121.9777,1,Medium,Low,Low
41.1,38.5252,-121.9777,2,Low,Low,Low
41.1,38.5252,-121.9777,3,Medium,Low,Medium
41.1,38.5252,-121.9777,4,High,Low,High
41.1,38.5252,-121.9777,5,Medium,Low,High
41.1,38.5252,-121.9777,6,Low,Low,High
41.1,38.5252,-121.9777,7,None,Low,High
41.1,38.5252,-121.9777,8,None,Low,High
41.1,38.5252,-121.9777,9,Medium,Low,High
41.1,38.5252,-121.9777,10,Medium,Low,Medium
41.1,38.5252,-121.9777,11,Medium,Low,Medium
41.1,38.5252,-121.9777,12,Medium,Low,Low
41.1,38.5252,-121.9777,1,Low,Low,Low
41.1,38.5252,-121.9777,2,High,Low,Medium
41.1,38.5252,-121.9777,3,High,Low,Medium
41.1,38.5252,-121.9777,4,High,Low,Medium
41.1,38.5252,-121.9777,5,Low,Low,High
41.1,38.5252,-121.9777,6,None,Low,High
41.1,38.5252,-121.9777,7,None,Low,High
1544.7,38.4137,-119.32,9,Medium,Low,High
1544.7,38.4137,-119.32,10,Medium,Low,Medium
1544.7,38.4137,-119.32,11,Low,High,Low
1544.7,38.4137,-119.32,12,None,Low,Low
1544.7,38.4137,-119.32,1,Low,High,Low
1544.7,38.4137,-119.32,2,Low,High,Low
1544.7,38.4137,-119.32,3,Medium,Low,Low
1544.7,38.4137,-119.32,4,Low,High,Low
1544.7,38.4137,-119.32,5,Low,Low,Medium
1544.7,38.4137,-119.32,6,Low,Low,High
1544.7,38.4137,-119.32,7,Low,Low,High
1544.7,38.4137,-119.32,8,Low,Low,High
1544.7,38.4137,-119.32,9,Low,Low,High
1544.7,38.4137,-119.32,10,Low,Low,Medium
1544.7,38.4137,-119.32,11,Medium,Low,Low
1544.7,38.4137,-119.32,12,High,High,Low
1544.7,38.4137,-119.32,1,Low,High,Low
1544.7,38.4137,-119.32,2,Low,High,Low
1544.7,38.4137,-119.32,3,Medium,Low,Low
1544.7,38.4137,-119.32,4,Low,High,Low
1544.7,38.4137,-119.32,5,Medium,Low,Low
1544.7,38.4137,-119.32,6,Low,Low,High
1557.8,38.6944,-119.5454,7,Medium,Low,High
1557.8,38.6944,-119.5454,8,Low,Low,High
1557.8,38.6944,-119.5454,9,Medium,Low,Medium
1557.8,38.6944,-119.5454,10,Medium,Low,Low
1557.8,38.6944,-119.5454,11,Low,High,Low
1557.8,38.6944,-119.5454,12,Medium,High,Low
1557.8,38.6944,-119.5454,1,Medium,High,Low
1557.8,38.6944,-119.5454,2,High,High,Low
1557.8,38.6944,-119.5454,3,Medium,Low,Low
1557.8,38.6944,-119.5454,4,Low,Low,Low
1557.8,38.6944,-119.5454,5,High,Low,Medium
1557.8,38.6944,-119.5454,6,None,Low,High
1557.8,38.6944,-119.5454,7,Medium,Low,High
92.0,35.7683,-119.26,1,Medium,Low,None
92.0,35.7683,-119.26,2,Low,Low,None
92.0,35.7683,-119.26,3,High,Low,None
92.0,35.7683,-119.26,4,Medium,Low,None
92.0,35.7683,-119.26,5,Medium,Low,None
92.0,35.7683,-119.26,6,Medium,Low,None
92.0,35.7683,-119.26,7,Low,Low,None
92.0,35.7683,-119.26,8,None,Low,None
92.0,35.7683,-119.26,9,Low,Low,None
92.0,35.7683,-119.26,10,Medium,Low,None
92.0,35.7683,-119.26,11,Medium,Low,None
92.0,35.7683,-119.26,12,Medium,Low,None
92.0,35.7683,-119.26,1,Medium,Low,None
92.0,35.7683,-119.26,2,Low,Low,None
92.0,35.7683,-119.26,3,High,Low,None
92.0,35.7683,-119.26,4,High,Low,None
92.0,35.7683,-119.26,5,Low,Low,None
92.0,35.7683,-119.26,6,None,Low,None
92.0,35.7683,-119.26,7,Low,Low,None
92.0,35.7683,-119.26,8,None,Low,None
92.0,35.7683,-119.26,9,None,Low,None
92.0,35.7683,-119.26,10,Low,Low,None
92.0,35.7683,-119.26,11,Medium,Low,None
92.0,35.7683,-119.26,12,High,Low,None
92.0,35.7683,-119.26,1,Medium,Low,None
92.0,35.7683,-119.26,2,Medium,Low,None
92.0,35.7683,-119.26,3,Medium,Low,None
92.0,35.7683,-119.26,4,Medium,Low,None
92.0,35.7683,-119.26,5,Medium,Low,None
92.0,35.7683,-119.26,6,None,Low,None
92.0,35.7683,-119.26,7,Low,Low,None
92.0,35.7683,-119.26,8,None,Low,None
92.0,35.7683,-119.26,9,None,Low,None
92.0,35.7683,-119.26,10,Low,Low,None
92.0,35.7683,-119.26,11,Medium,Low,None
92.0,35.7683,-119.26,12,Low,Low,None
92.0,35.7683,-119.26,1,Low,Low,None
92.0,35.7683,-119.26,2,Medium,Low,None
92.0,35.7683,-119.26,3,High,Low,None
92.0,35.7683,-119.26,4,Medium,Low,None
92.0,35.7683,-119.26,5,Low,Low,None
92.0,35.7683,-119.26,6,None,Low,None
92.0,35.7683,-119.26,7,None,Low,None
13.1,41.7958,-124.2147,1,High,Low,Low
13.1,41.7958,-124.2147,2,High,Low,Low
13.1,41.7958,-124.2147,3,High,Low,Low
13.1,41.7958,-124.2147,4,High,Low,Low
13.1,41.7958,-124.2147,5,High,Low,Low
13.1,41.7958,-124.2147,6,High,Low,Medium
13.1,41.7958,-124.2147,7,Medium,Low,Medium
13.1,41.7958,-124.2147,8,Low,Low,Medium
13.1,41.7958,-124.2147,9,Medium,Low,Medium
13.1,41.7958,-124.2147,10,High,Low,Medium
13.1,41.7958,-124.2147,11,High,Low,Low
13.1,41.7958,-124.2147,12,High,Low,Low
13.1,41.7958,-124.2147,1,High,Low,Low
13.1,41.7958,-124.2147,2,High,Low,Low
13.1,41.7958,-124.2147,3,High,Low,Low
13.1,41.7958,-124.2147,4,High,Low,Low
13.1,41.7958,-124.2147,5,High,Low,Low
13.1,41.7958,-124.2147,6,High,Low,Medium
13.1,41.7958,-124.2147,7,Low,Low,Medium
13.1,41.7958,-124.2147,8,Medium,Low,Medium
13.1,41.7958,-124.2147,9,None,Low,Low
13.1,41.7958,-124.2147,10,High,Low,Low
13.1,41.7958,-124.2147,11,High,Low,Low
13.1,41.7958,-124.2147,12,High,Low,Low
12.2,38.1061,-121.2878,1,Medium,Low,Low
12.2,38.1061,-121.2878,2,Medium,Low,None
12.2,38.1061,-121.2878,3,High,Low,Medium
12.2,38.1061,-121.2878,4,Low,Low,Low
12.2,38.1061,-121.2878,5,Low,Low,Medium
12.2,38.1061,-121.2878,6,Low,Low,None
12.2,38.1061,-121.2878,7,None,Low,High
12.2,38.1061,-121.2878,8,None,Low,High
12.2,38.1061,-121.2878,9,None,Low,High
12.2,38.1061,-121.2878,10,None,Low,None
12.2,38.1061,-121.2878,11,None,Low,None
12.2,38.1061,-121.2878,12,High,Low,None
12.2,38.1061,-121.2878,1,High,Low,Low
12.2,38.1061,-121.2878,2,Medium,Low,None
12.2,38.1061,-121.2878,3,High,Low,Medium
12.2,38.1061,-121.2878,4,Low,Low,Medium
12.2,38.1061,-121.2878,5,Low,Low,High
12.2,38.1061,-121.2877,6,Low,Low,None
12.2,38.1061,-121.2877,7,None,Low,Low
12.2,38.1061,-121.2877,8,None,Low,Low
12.2,38.1061,-121.2877,9,None,Low,Low
12.2,38.1061,-121.2877,10,None,Low,None
12.2,38.1061,-121.2877,11,None,Low,None
12.2,38.1061,-121.2877,12,High,Low,Low
12.2,38.1061,-121.2877,1,Medium,Low,None
12.2,38.1061,-121.2877,2,Medium,Low,None
12.2,38.1061,-121.2877,3,Low,Low,Medium
12.2,38.1061,-121.2877,4,Medium,Low,Medium
12.2,38.1061,-121.2877,5,Low,Low,High
12.2,38.1061,-121.2877,6,Low,Low,High
12.2,38.1061,-121.2877,7,None,Low,High
12.2,38.1061,-121.2877,8,Low,Low,High
12.2,38.1061,-121.2877,9,Low,Low,High
12.2,38.1061,-121.2877,10,None,Low,None
12.2,38.1061,-121.2877,11,None,Low,None
12.2,38.1061,-121.2877,12,High,Low,None
12.2,38.1061,-121.2877,1,Medium,Low,None
12.2,38.1061,-121.2877,2,High,Low,Medium
12.2,38.1061,-121.2877,3,High,Low,Low
12.2,38.1061,-121.2877,4,Low,Low,Low
12.2,38.1061,-121.2877,5,Low,Low,Low
12.2,38.1061,-121.2877,6,Low,Low,None
12.2,38.1061,-121.2877,7,None,Low,Low
958.6,34.0864,-116.5622,1,Low,High,Low
958.6,34.0864,-116.5622,2,High,High,Low
958.6,34.0864,-116.5622,3,Medium,Low,Medium
958.6,34.0864,-116.5622,4,Low,Low,Medium
958.6,34.0864,-116.5622,5,Low,Low,Medium
958.6,34.0864,-116.5622,6,None,Low,High
958.6,34.0864,-116.5622,7,Low,Low,High
958.6,34.0864,-116.5622,8,Low,Low,High
958.6,34.0864,-116.5622,9,Low,Low,High
958.6,34.0864,-116.5622,10,Low,Low,High
958.6,34.0864,-116.5622,11,Low,Low,Medium
958.6,34.0864,-116.5622,12,Medium,Low,Low
958.6,34.0864,-116.5622,1,Low,Low,Medium
958.6,34.0864,-116.5622,2,Low,Low,Low
958.6,34.0864,-116.5622,3,Medium,Low,Medium
958.6,34.0864,-116.5622,4,Medium,Low,Medium
958.6,34.0864,-116.5622,5,None,Low,High
958.6,34.0864,-116.5622,6,None,Low,High
