STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,YEAR,MONTH,TPCP,TPCP_CLASS,TSNW,TSNW_CLASS,MNTM,MNTM_CLASS
COOP:045802,MONTEREY NWSFO CA US,37.20,36.5928,-121.8556,2011,5,86,Medium,0,Low,545,Medium
COOP:045802,MONTEREY NWSFO CA US,37.20,36.5928,-121.8556,2011,6,78,Medium,0,Low,576,Medium
COOP:045802,MONTEREY NWSFO CA US,37.20,36.5928,-121.8556,2011,7,2,Low,0,Low,594,Medium
COOP:045802,MONTEREY NWSFO CA US,37.20,36.5928,-121.8556,2011,8,7,Low,0,Low,584,Medium
COOP:045802,MONTEREY NWSFO CA US,37.20,36.5928,-121.8556,2011,9,1,Low,0,Low,601,Medium
COOP:045802,MONTEREY NWSFO CA US,37.20,36.5928,-121.8556,2011,10,186,High,0,Low,595,Medium
COOP:045802,MONTEREY NWSFO CA US,37.20,36.5928,-121.8556,2011,11,144,High,0,Low,519,Low
COOP:045802,MONTEREY NWSFO CA US,37.20,36.5928,-121.8556,2011,12,20,Low,0,Low,488,Low
COOP:045802,MONTEREY NWSFO CA US,37.20,36.5928,-121.8556,2012,1,131,High,0,Low,507,Low
COOP:045802,MONTEREY NWSFO CA US,37.20,36.5928,-121.8556,2012,2,74,Medium,0,Low,514,Low
COOP:045802,MONTEREY NWSFO CA US,37.20,36.5928,-121.8556,2012,3,351,High,0,Low,522,Low
COOP:045802,MONTEREY NWSFO CA US,37.20,36.5928,-121.8556,2012,4,223,High,0,Low,539,Medium
COOP:045802,MONTEREY NWSFO CA US,37.20,36.5928,-121.8556,2012,5,13,Low,0,Low,545,Medium
COOP:045802,MONTEREY NWSFO CA US,37.20,36.5927,-121.8555,2012,6,30,Low,0,Low,577,Medium
COOP:045802,MONTEREY NWSFO CA US,37.20,36.5927,-121.8555,2012,7,3,Low,0,Low,585,Medium
COOP:045802,MONTEREY NWSFO CA US,37.20,36.5927,-121.8555,2012,8,3,Low,0,Low,584,Medium
COOP:045802,MONTEREY NWSFO CA US,37.20,36.5927,-121.8555,2012,9,0,None,0,Low,577,Medium
COOP:045802,MONTEREY NWSFO CA US,37.20,36.5927,-121.8555,2012,10,63,Medium,0,Low,601,Medium
COOP:045802,MONTEREY NWSFO CA US,37.20,36.5927,-121.8555,2012,11,345,High,0,Low,561,Medium
COOP:045802,MONTEREY NWSFO CA US,37.20,36.5927,-121.8555,2012,12,387,High,0,Low,505,Low
COOP:045802,MONTEREY NWSFO CA US,37.20,36.5927,-121.8555,2013,1,86,Medium,0,Low,493,Low
COOP:045802,MONTEREY NWSFO CA US,37.20,36.5927,-121.8555,2013,2,79,Medium,0,Low,488,Low
COOP:045802,MONTEREY NWSFO CA US,37.20,36.5927,-121.8555,2013,3,105,Medium,0,Low,520,Low
COOP:045802,MONTEREY NWSFO CA US,37.20,36.5927,-121.8555,2013,4,31,Low,0,Low,544,Medium
COOP:045802,MONTEREY NWSFO CA US,37.20,36.5927,-121.8555,2013,5,27,Low,0,Low,573,Medium
COOP:045802,MONTEREY NWSFO CA US,37.20,36.5927,-121.8555,2013,6,6,Low,0,Low,597,Medium
COOP:045802,MONTEREY NWSFO CA US,37.20,36.5927,-121.8555,2013,7,1,Low,0,Low,599,Medium
COOP:045802,MONTEREY NWSFO CA US,37.20,36.5927,-121.8555,2013,8,11,Low,0,Low,612,Medium
COOP:045802,MONTEREY NWSFO CA US,37.20,36.5927,-121.8555,2013,9,4,Low,0,Low,619,Medium
COOP:045802,MONTEREY NWSFO CA US,37.20,36.5927,-121.8555,2013,10,45,Medium,0,Low,562,Medium
COOP:045802,MONTEREY NWSFO CA US,37.20,36.5927,-121.8555,2013,11,39,Medium,0,Low,544,Medium
COOP:045802,MONTEREY NWSFO CA US,37.20,36.5927,-121.8555,2013,12,30,Low,0,Low,493,Low
COOP:045802,MONTEREY NWSFO CA US,37.20,36.5927,-121.8555,2014,1,10,Low,0,Low,542,Medium
COOP:045802,MONTEREY NWSFO CA US,37.20,36.5927,-121.8555,2014,2,375,High,0,Low,526,Low
COOP:045802,MONTEREY NWSFO CA US,37.20,36.5927,-121.8555,2014,3,263,High,0,Low,556,Medium
COOP:045802,MONTEREY NWSFO CA US,37.20,36.5927,-121.8555,2014,4,122,High,0,Low,557,Medium
COOP:045802,MONTEREY NWSFO CA US,37.20,36.5927,-121.8555,2014,5,9,Low,0,Low,587,Medium
COOP:045802,MONTEREY NWSFO CA US,37.20,36.5927,-121.8555,2014,6,1,Low,0,Low,591,Medium
COOP:045802,MONTEREY NWSFO CA US,37.20,36.5927,-121.8555,2014,7,1,Low,0,Low,628,Medium
COOP:040332,ARVIN CA US,137.20,35.2000,-118.8333,2011,1,14,Low,0,Low,369,Low
COOP:040332,ARVIN CA US,137.20,35.2000,-118.8333,2011,2,0,None,0,Low,492,Low
COOP:040332,ARVIN CA US,137.20,35.2000,-118.8333,2011,3,212,High,0,Low,570,Medium
COOP:040332,ARVIN CA US,137.20,35.2000,-118.8333,2011,4,0,None,0,Low,642,Medium
COOP:040332,ARVIN CA US,137.20,35.2000,-118.8333,2011,5,1,Low,0,Low,541,Medium
COOP:040332,ARVIN CA US,137.20,35.2000,-118.8333,2011,6,13,Low,0,Low,757,High
COOP:040332,ARVIN CA US,137.20,35.2000,-118.8333,2011,7,0,None,0,Low,837,High
COOP:040332,ARVIN CA US,137.20,35.2000,-118.8333,2011,8,0,None,0,Low,826,High
COOP:040332,ARVIN CA US,137.20,35.2000,-118.8333,2011,9,1,Low,0,Low,802,High
COOP:040332,ARVIN CA US,137.20,35.2000,-118.8333,2011,10,62,Medium,0,Low,682,High
COOP:040332,ARVIN CA US,137.20,35.2000,-118.8333,2011,11,70,Medium,0,Low,543,Medium
COOP:040332,ARVIN CA US,137.20,35.2000,-118.8333,2011,12,11,Low,0,Low,451,Low
COOP:040332,ARVIN CA US,137.20,35.2000,-118.8333,2012,1,1,Low,0,Low,495,Low
COOP:040332,ARVIN CA US,137.20,35.2000,-118.8333,2012,2,36,Medium,0,Low,534,Medium
COOP:040332,ARVIN CA US,137.20,35.2000,-118.8333,2012,3,119,High,0,Low,570,Medium
COOP:040332,ARVIN CA US,137.20,35.2000,-118.8333,2012,4,132,High,0,Low,635,Medium
COOP:040332,ARVIN CA US,137.20,35.2000,-118.8333,2012,5,0,None,0,Low,730,High
COOP:040332,ARVIN CA US,137.20,35.2000,-118.8333,2012,6,0,None,0,Low,775,High
COOP:040332,ARVIN CA US,137.20,35.2000,-118.8333,2012,7,0,None,0,Low,823,High
COOP:040332,ARVIN CA US,137.20,35.2000,-118.8333,2012,8,0,None,0,Low,862,High
COOP:040332,ARVIN CA US,137.20,35.2000,-118.8333,2012,9,0,None,0,Low,803,High
COOP:040332,ARVIN CA US,137.20,35.2000,-118.8333,2012,10,0,None,0,Low,683,High
COOP:040332,ARVIN CA US,137.20,35.2000,-118.8333,2012,11,63,Medium,0,Low,571,Medium
COOP:040332,ARVIN CA US,137.20,35.2000,-118.8333,2012,12,213,High,0,Low,505,Low
COOP:040332,ARVIN CA US,137.20,35.2000,-118.8333,2013,1,92,Medium,0,Low,461,Low
COOP:040332,ARVIN CA US,137.20,35.2000,-118.8333,2013,2,10,Low,0,Low,512,Low
COOP:040332,ARVIN CA US,137.20,35.2000,-118.8333,2013,3,8,Low,0,Low,602,Medium
COOP:040332,ARVIN CA US,137.20,35.2000,-118.8333,2013,4,16,Low,0,Low,660,High
COOP:040332,ARVIN CA US,137.20,35.2000,-118.8333,2013,5,4,Low,0,Low,711,High
COOP:040332,ARVIN CA US,137.20,35.2000,-118.8333,2013,6,0,None,0,Low,793,High
COOP:040332,ARVIN CA US,137.20,35.2000,-118.8333,2013,7,0,None,0,Low,860,High
COOP:040332,ARVIN CA US,137.20,35.2000,-118.8333,2013,8,0,None,0,Low,810,High
COOP:040332,ARVIN CA US,137.20,35.2000,-118.8333,2013,9,0,None,0,Low,759,High
COOP:040332,ARVIN CA US,137.20,35.2000,-118.8333,2013,10,1,Low,0,Low,647,Medium
COOP:040332,ARVIN CA US,137.20,35.2000,-118.8333,2013,11,120,High,0,Low,565,Medium
COOP:040332,ARVIN CA US,137.20,35.2000,-118.8333,2013,12,33,Medium,0,Low,457,Low
COOP:040332,ARVIN CA US,137.20,35.2000,-118.8333,2014,1,8,Low,0,Low,523,Low
COOP:040332,ARVIN CA US,137.20,35.2000,-118.8333,2014,2,28,Low,0,Low,555,Medium
COOP:040332,ARVIN CA US,137.20,35.2000,-118.8333,2014,3,82,Medium,0,Low,606,Medium
COOP:040332,ARVIN CA US,137.20,35.2000,-118.8333,2014,4,87,Medium,0,Low,644,Medium
COOP:040332,ARVIN CA US,137.20,35.2000,-118.8333,2014,5,0,None,0,Low,725,High
COOP:040332,ARVIN CA US,137.20,35.2000,-118.8333,2014,6,0,None,0,Low,790,High
COOP:040332,ARVIN CA US,137.20,35.2000,-118.8333,2014,7,0,None,0,Low,853,High
COOP:043182,FORT JONES RNG STATION CA US,830.60,41.6000,-122.8478,2011,1,6,Low,0,Low,0,None
COOP:043182,FORT JONES RNG STATION CA US,830.60,41.6000,-122.8478,2011,2,76,Medium,36,High,0,None
COOP:043182,FORT JONES RNG STATION CA US,830.60,41.6000,-122.8478,2011,3,19,Low,0,Low,0,None
COOP:043182,FORT JONES RNG STATION CA US,830.60,41.6000,-122.8478,2011,4,19,Low,0,Low,0,None
COOP:043182,FORT JONES RNG STATION CA US,830.60,41.6000,-122.8478,2011,5,3,Low,0,Low,0,None
COOP:043182,FORT JONES RNG STATION CA US,830.60,41.6000,-122.8478,2011,6,160,High,0,Low,0,None
COOP:043182,FORT JONES RNG STATION CA US,830.60,41.6000,-122.8478,2011,7,15,Low,0,Low,0,None
COOP:043182,FORT JONES RNG STATION CA US,830.60,41.6000,-122.8478,2011,8,27,Low,0,Low,0,None
COOP:043182,FORT JONES RNG STATION CA US,830.60,41.6000,-122.8478,2011,9,0,None,0,Low,0,None
COOP:043182,FORT JONES RNG STATION CA US,830.60,41.6000,-122.8478,2011,10,8,Low,0,Low,0,None
COOP:043182,FORT JONES RNG STATION CA US,830.60,41.6000,-122.8478,2011,11,8,Low,0,Low,0,None
COOP:043182,FORT JONES RNG STATION CA US,830.60,41.6000,-122.8478,2011,12,55,Medium,0,Low,0,None
COOP:043182,FORT JONES RNG STATION CA US,830.60,41.6000,-122.8478,2012,1,6,Low,0,Low,0,None
COOP:043182,FORT JONES RNG STATION CA US,830.60,41.6000,-122.8478,2012,2,76,Medium,36,High,0,None
COOP:043182,FORT JONES RNG STATION CA US,830.60,41.6000,-122.8478,2012,3,19,Low,5,High,0,None
COOP:043182,FORT JONES RNG STATION CA US,830.60,41.6000,-122.8478,2012,4,19,Low,6,High,0,None
COOP:043182,FORT JONES RNG STATION CA US,830.60,41.6000,-122.8478,2012,5,3,Low,0,Low,0,None
COOP:043182,FORT JONES RNG STATION CA US,830.60,41.6000,-122.8478,2012,6,67,Medium,0,Low,0,None
COOP:043182,FORT JONES RNG STATION CA US,830.60,41.6000,-122.8478,2012,7,15,Low,0,Low,0,None
COOP:043182,FORT JONES RNG STATION CA US,830.60,41.6000,-122.8478,2012,8,27,Low,0,Low,0,None
COOP:043182,FORT JONES RNG STATION CA US,830.60,41.6000,-122.8478,2012,9,0,None,0,Low,0,None
COOP:043182,FORT JONES RNG STATION CA US,830.60,41.6000,-122.8478,2012,10,8,Low,0,Low,0,None
COOP:043182,FORT JONES RNG STATION CA US,830.60,41.6000,-122.8478,2012,11,8,Low,0,Low,0,None
COOP:043182,FORT JONES RNG STATION CA US,830.60,41.6000,-122.8478,2012,12,143,High,91,High,0,None
COOP:043182,FORT JONES RNG STATION CA US,830.60,41.6000,-122.8478,2013,1,27,Low,12,High,0,None
COOP:043182,FORT JONES RNG STATION CA US,830.60,41.6000,-122.8478,2013,2,48,Medium,25,High,0,None
COOP:043182,FORT JONES RNG STATION CA US,830.60,41.6000,-122.8478,2013,3,64,Medium,0,Low,0,None
COOP:043182,FORT JONES RNG STATION CA US,830.60,41.6000,-122.8478,2013,4,64,Medium,0,Low,0,None
COOP:043182,FORT JONES RNG STATION CA US,830.60,41.6000,-122.8478,2013,5,15,Low,0,Low,0,None
COOP:043182,FORT JONES RNG STATION CA US,830.60,41.6000,-122.8478,2013,6,89,Medium,0,Low,0,None
COOP:043182,FORT JONES RNG STATION CA US,830.60,41.6000,-122.8478,2013,7,27,Low,0,Low,0,None
COOP:043182,FORT JONES RNG STATION CA US,830.60,41.6000,-122.8478,2013,8,82,Medium,0,Low,0,None
COOP:043182,FORT JONES RNG STATION CA US,830.60,41.6000,-122.8478,2013,9,0,None,0,Low,0,None
COOP:043182,FORT JONES RNG STATION CA US,830.60,41.6000,-122.8478,2013,10,26,Low,0,Low,0,None
COOP:043182,FORT JONES RNG STATION CA US,830.60,41.6000,-122.8478,2013,11,24,Low,0,Low,0,None
COOP:043182,FORT JONES RNG STATION CA US,830.60,41.6000,-122.8478,2013,12,24,Low,30,High,0,None
COOP:043182,FORT JONES RNG STATION CA US,830.60,41.6000,-122.8478,2014,1,6,Low,0,Low,0,None
COOP:043182,FORT JONES RNG STATION CA US,830.60,41.6000,-122.8478,2014,2,258,High,0,Low,0,None
COOP:043182,FORT JONES RNG STATION CA US,830.60,41.6000,-122.8478,2014,3,14,Low,0,Low,0,None
COOP:043182,FORT JONES RNG STATION CA US,830.60,41.6000,-122.8478,2014,4,14,Low,0,Low,0,None
COOP:043182,FORT JONES RNG STATION CA US,830.60,41.6000,-122.8478,2014,5,3,Low,0,Low,0,None
COOP:043182,FORT JONES RNG STATION CA US,830.60,41.6000,-122.8478,2014,6,20,Low,0,Low,0,None
COOP:043182,FORT JONES RNG STATION CA US,830.60,41.6000,-122.8478,2014,7,35,Medium,0,Low,0,None
COOP:044555,KING CITY CA US,97.50,36.2069,-121.1378,2011,1,20,Low,0,Low,259,None
COOP:044555,KING CITY CA US,97.50,36.2069,-121.1378,2011,2,75,Medium,0,Low,260,None
COOP:044555,KING CITY CA US,97.50,36.2069,-121.1378,2011,3,42,Medium,0,Low,293,Low
COOP:044555,KING CITY CA US,97.50,36.2069,-121.1378,2011,4,27,Low,0,Low,308,Low
COOP:044555,KING CITY CA US,97.50,36.2069,-121.1378,2011,5,0,None,0,Low,323,Low
COOP:044555,KING CITY CA US,97.50,36.2069,-121.1378,2011,6,0,None,0,Low,339,Low
COOP:044555,KING CITY CA US,97.50,36.2069,-121.1378,2011,7,0,None,0,Low,349,Low
COOP:044555,KING CITY CA US,97.50,36.2069,-121.1378,2011,8,0,None,0,Low,229,None
COOP:044555,KING CITY CA US,97.50,36.2069,-121.1378,2011,9,0,None,0,Low,226,None
COOP:044555,KING CITY CA US,97.50,36.2069,-121.1378,2011,10,2,Low,0,Low,0,None
COOP:044555,KING CITY CA US,97.50,36.2069,-121.1378,2011,11,78,Medium,0,Low,381,Low
COOP:044555,KING CITY CA US,97.50,36.2069,-121.1378,2011,12,92,Medium,0,Low,327,Low
COOP:044555,KING CITY CA US,97.50,36.2069,-121.1378,2012,1,20,Low,0,Low,259,None
COOP:044555,KING CITY CA US,97.50,36.2069,-121.1378,2012,2,75,Medium,0,Low,260,None
COOP:044555,KING CITY CA US,97.50,36.2069,-121.1378,2012,3,42,Medium,0,Low,293,Low
COOP:044555,KING CITY CA US,97.50,36.2069,-121.1378,2012,4,27,Low,0,Low,308,Low
COOP:044555,KING CITY CA US,97.50,36.2069,-121.1378,2012,5,0,None,0,Low,323,Low
COOP:044555,KING CITY CA US,97.50,36.2069,-121.1378,2012,6,0,None,0,Low,339,Low
COOP:044555,KING CITY CA US,97.50,36.2069,-121.1378,2012,7,0,None,0,Low,349,Low
COOP:044555,KING CITY CA US,97.50,36.2069,-121.1378,2012,8,0,None,0,Low,229,None
COOP:044555,KING CITY CA US,97.50,36.2069,-121.1378,2012,9,0,None,0,Low,226,None
COOP:044555,KING CITY CA US,97.50,36.2069,-121.1378,2012,10,2,Low,0,Low,0,None
COOP:044555,KING CITY CA US,97.50,36.2069,-121.1378,2012,11,211,High,0,Low,581,Medium
COOP:044555,KING CITY CA US,97.50,36.2069,-121.1378,2012,12,275,High,0,Low,499,Low
COOP:044555,KING CITY CA US,97.50,36.2069,-121.1378,2013,1,71,Medium,0,Low,485,Low
COOP:044555,KING CITY CA US,97.50,36.2069,-121.1377,2013,2,18,Low,0,Low,501,Low
COOP:044555,KING CITY CA US,97.50,36.2069,-121.1377,2013,3,55,Medium,0,Low,584,Medium
COOP:044555,KING CITY CA US,97.50,36.2069,-121.1377,2013,4,4,Low,0,Low,617,Medium
COOP:044555,KING CITY CA US,97.50,36.2069,-121.1377,2013,5,0,None,0,Low,640,Medium
COOP:044555,KING CITY CA US,97.50,36.2069,-121.1377,2013,6,0,None,0,Low,685,High
COOP:044555,KING CITY CA US,97.50,36.2069,-121.1377,2013,7,0,None,0,Low,692,High
COOP:044555,KING CITY CA US,97.50,36.2069,-121.1377,2013,8,0,None,0,Low,689,High
COOP:044555,KING CITY CA US,97.50,36.2069,-121.1377,2013,9,1,Low,0,Low,680,High
COOP:044555,KING CITY CA US,97.50,36.2069,-121.1377,2013,10,6,Low,0,Low,0,None
COOP:044555,KING CITY CA US,97.50,36.2069,-121.1377,2013,11,24,Low,0,Low,562,Medium
COOP:044555,KING CITY CA US,97.50,36.2069,-121.1377,2013,12,1,Low,0,Low,482,Low
COOP:044555,KING CITY CA US,97.50,36.2069,-121.1377,2014,1,11,Low,0,Low,554,Medium
COOP:044555,KING CITY CA US,97.50,36.2069,-121.1377,2014,2,282,High,0,Low,542,Medium
COOP:044555,KING CITY CA US,97.50,36.2069,-121.1377,2014,3,114,Medium,0,Low,591,Medium
COOP:044555,KING CITY CA US,97.50,36.2069,-121.1377,2014,4,107,Medium,0,Low,615,Medium
COOP:044555,KING CITY CA US,97.50,36.2069,-121.1377,2014,5,0,None,0,Low,652,Medium
COOP:044555,KING CITY CA US,97.50,36.2069,-121.1377,2014,6,0,None,0,Low,671,High
COOP:044555,KING CITY CA US,97.50,36.2069,-121.1377,2014,7,0,None,0,Low,705,High
COOP:043157,FORT BIDWELL CA US,1442.30,41.5200,-120.0900,2011,1,117,Medium,0,Low,313,Low
COOP:043157,FORT BIDWELL CA US,1442.30,41.5200,-120.0900,2011,2,129,High,0,Low,314,Low
COOP:043157,FORT BIDWELL CA US,1442.30,41.5200,-120.0900,2011,3,560,High,0,Low,370,Low
COOP:043157,FORT BIDWELL CA US,1442.30,41.5200,-120.0900,2011,4,386,High,100,High,410,Low
COOP:043157,FORT BIDWELL CA US,1442.30,41.5200,-120.0900,2011,5,129,High,0,Low,491,Low
COOP:043157,FORT BIDWELL CA US,1442.30,41.5200,-120.0900,2011,6,107,Medium,0,Low,578,Medium
COOP:043157,FORT BIDWELL CA US,1442.30,41.5200,-120.0900,2011,7,0,None,0,Low,678,High
COOP:043157,FORT BIDWELL CA US,1442.30,41.5200,-120.0900,2011,8,0,None,0,Low,700,High
COOP:043157,FORT BIDWELL CA US,1442.30,41.5200,-120.0900,2011,9,0,None,0,Low,664,High
COOP:043157,FORT BIDWELL CA US,1442.30,41.5200,-120.0900,2011,10,34,Medium,2,High,508,Low
COOP:043157,FORT BIDWELL CA US,1442.30,41.5200,-120.0900,2011,11,107,Medium,122,High,367,Low
COOP:043157,FORT BIDWELL CA US,1442.30,41.5200,-120.0900,2011,12,83,Medium,20,High,311,Low
COOP:043157,FORT BIDWELL CA US,1442.30,41.5200,-120.0900,2012,1,121,High,2,High,342,Low
COOP:043157,FORT BIDWELL CA US,1442.30,41.5200,-120.0900,2012,2,106,Medium,90,High,343,Low
COOP:043157,FORT BIDWELL CA US,1442.30,41.5200,-120.0900,2012,3,284,High,80,High,393,Low
COOP:043157,FORT BIDWELL CA US,1442.30,41.5200,-120.0900,2012,4,186,High,0,Low,470,Low
COOP:043157,FORT BIDWELL CA US,1442.30,41.5200,-120.0900,2012,5,73,Medium,20,High,541,Medium
COOP:043157,FORT BIDWELL CA US,1442.30,41.5200,-120.0900,2012,6,64,Medium,0,Low,458,Low
COOP:043157,FORT BIDWELL CA US,1442.30,41.5200,-120.0900,2012,7,0,None,0,Low,711,High
COOP:043157,FORT BIDWELL CA US,1442.30,41.5200,-120.0900,2012,8,0,None,0,Low,720,High
COOP:043157,FORT BIDWELL CA US,1442.30,41.5200,-120.0900,2012,9,0,None,0,Low,664,High
COOP:043157,FORT BIDWELL CA US,1442.30,41.5200,-120.0900,2012,10,55,Medium,70,High,513,Low
COOP:043157,FORT BIDWELL CA US,1442.30,41.5200,-120.0900,2012,11,171,High,0,Low,408,Low
COOP:043157,FORT BIDWELL CA US,1442.30,41.5200,-120.0900,2012,12,17,Low,191,High,300,Low
COOP:043157,FORT BIDWELL CA US,1442.30,41.5200,-120.0900,2013,1,17,Low,60,High,224,None
COOP:043157,FORT BIDWELL CA US,1442.30,41.5200,-120.0900,2013,2,73,Medium,60,High,329,Low
COOP:043157,FORT BIDWELL CA US,1442.30,41.5200,-120.0900,2013,3,47,Medium,0,Low,424,Low
COOP:043157,FORT BIDWELL CA US,1442.30,41.5200,-120.0900,2013,4,78,Medium,0,Low,451,Low
COOP:043157,FORT BIDWELL CA US,1442.30,41.5200,-120.0900,2013,5,129,High,0,Low,531,Medium
COOP:043157,FORT BIDWELL CA US,1442.30,41.5200,-120.0900,2013,6,91,Medium,0,Low,627,Medium
COOP:043157,FORT BIDWELL CA US,1444.40,41.8715,-120.1574,2013,7,17,Low,0,Low,740,High
COOP:043157,FORT BIDWELL CA US,1444.40,41.8715,-120.1574,2013,8,54,Medium,0,Low,683,High
COOP:043157,FORT BIDWELL CA US,1444.40,41.8715,-120.1574,2013,9,106,Medium,0,Low,599,Medium
COOP:043157,FORT BIDWELL CA US,1444.40,41.8715,-120.1574,2013,10,22,Low,0,Low,464,Low
COOP:043157,FORT BIDWELL CA US,1444.40,41.8715,-120.1574,2013,11,39,Medium,0,Low,402,Low
COOP:043157,FORT BIDWELL CA US,1444.40,41.8715,-120.1574,2013,12,62,Medium,40,High,260,None
COOP:043157,FORT BIDWELL CA US,1444.40,41.8715,-120.1574,2014,1,184,High,15,High,355,Low
COOP:043157,FORT BIDWELL CA US,1444.40,41.8715,-120.1574,2014,2,505,High,29,High,390,Low
COOP:043157,FORT BIDWELL CA US,1444.40,41.8715,-120.1574,2014,3,198,High,0,Low,422,Low
COOP:043157,FORT BIDWELL CA US,1444.40,41.8715,-120.1574,2014,4,68,Medium,40,High,476,Low
COOP:043157,FORT BIDWELL CA US,1444.40,41.8715,-120.1574,2014,5,42,Medium,0,Low,553,Medium
COOP:043157,FORT BIDWELL CA US,1444.40,41.8715,-120.1574,2014,6,61,Medium,0,Low,627,Medium
COOP:043157,FORT BIDWELL CA US,1444.40,41.8715,-120.1574,2014,7,31,Low,0,Low,754,High
COOP:043882,HEARST CASTLE CA US,465.10,35.6841,-121.1683,2011,1,313,High,0,Low,563,Medium
COOP:043882,HEARST CASTLE CA US,465.10,35.6841,-121.1683,2011,2,587,High,2,High,497,Low
COOP:043882,HEARST CASTLE CA US,465.10,35.6841,-121.1683,2011,3,1178,High,0,Low,526,Low
COOP:043882,HEARST CASTLE CA US,465.10,35.6841,-121.1683,2011,4,87,Medium,0,Low,563,Medium
COOP:043882,HEARST CASTLE CA US,465.10,35.6841,-121.1683,2011,5,234,High,0,Low,554,Medium
COOP:043882,HEARST CASTLE CA US,465.10,35.6841,-121.1683,2011,6,302,High,0,Low,593,Medium
COOP:043882,HEARST CASTLE CA US,465.10,35.6841,-121.1683,2011,7,0,None,0,Low,638,Medium
COOP:043882,HEARST CASTLE CA US,465.10,35.6841,-121.1683,2011,8,0,None,0,Low,653,Medium
COOP:043882,HEARST CASTLE CA US,465.10,35.6841,-121.1683,2011,9,0,None,0,Low,689,High
COOP:043882,HEARST CASTLE CA US,465.10,35.6841,-121.1683,2011,10,248,High,0,Low,658,High
COOP:043882,HEARST CASTLE CA US,465.10,35.6841,-121.1683,2011,11,150,High,0,Low,556,Medium
COOP:043882,HEARST CASTLE CA US,465.10,35.6841,-121.1683,2011,12,35,Medium,0,Low,525,Low
COOP:043882,HEARST CASTLE CA US,465.10,35.6841,-121.1683,2012,1,518,High,0,Low,556,Medium
COOP:043882,HEARST CASTLE CA US,465.10,35.6841,-121.1683,2012,2,154,High,0,Low,392,Low
COOP:043882,HEARST CASTLE CA US,465.10,35.6841,-121.1683,2012,3,463,High,0,Low,276,None
COOP:043882,HEARST CASTLE CA US,465.10,35.6841,-121.1683,2012,4,325,High,0,Low,560,Medium
COOP:043882,HEARST CASTLE CA US,465.10,35.6841,-121.1683,2012,5,2,Low,0,Low,623,Medium
COOP:043882,HEARST CASTLE CA US,465.10,35.6841,-121.1683,2012,6,0,None,0,Low,477,Low
COOP:043882,HEARST CASTLE CA US,465.10,35.6841,-121.1683,2012,7,0,None,0,Low,634,Medium
COOP:043882,HEARST CASTLE CA US,465.10,35.6841,-121.1683,2012,8,1,Low,0,Low,726,High
COOP:043882,HEARST CASTLE CA US,465.10,35.6841,-121.1683,2012,9,0,None,0,Low,461,Low
COOP:043882,HEARST CASTLE CA US,465.10,35.6841,-121.1683,2012,10,128,High,0,Low,429,Low
COOP:043882,HEARST CASTLE CA US,465.10,35.6841,-121.1683,2012,11,329,High,0,Low,586,Medium
COOP:043882,HEARST CASTLE CA US,465.10,35.6841,-121.1683,2012,12,885,High,0,Low,497,Low
COOP:043882,HEARST CASTLE CA US,465.10,35.6841,-121.1683,2013,1,158,High,0,Low,436,Low
COOP:043882,HEARST CASTLE CA US,465.10,35.6841,-121.1683,2013,2,30,Low,0,Low,520,Low
COOP:043882,HEARST CASTLE CA US,465.10,35.6841,-121.1683,2013,3,129,High,0,Low,276,None
COOP:043882,HEARST CASTLE CA US,465.10,35.6841,-121.1683,2013,4,65,Medium,0,Low,427,Low
COOP:043882,HEARST CASTLE CA US,465.10,35.6841,-121.1683,2013,5,11,Low,0,Low,632,Medium
COOP:043882,HEARST CASTLE CA US,465.10,35.6841,-121.1683,2013,6,0,None,0,Low,665,High
COOP:043882,HEARST CASTLE CA US,465.10,35.6841,-121.1683,2013,7,0,None,0,Low,487,Low
COOP:043882,HEARST CASTLE CA US,465.10,35.6841,-121.1683,2013,8,0,None,0,Low,677,High
COOP:043882,HEARST CASTLE CA US,465.10,35.6841,-121.1683,2013,9,0,None,0,Low,696,High
COOP:043882,HEARST CASTLE CA US,465.10,35.6841,-121.1683,2013,10,52,Medium,0,Low,631,Medium
COOP:043882,HEARST CASTLE CA US,465.10,35.6841,-121.1683,2013,11,123,High,0,Low,597,Medium
COOP:043882,HEARST CASTLE CA US,465.10,35.6841,-121.1683,2013,12,49,Medium,0,Low,340,Low
COOP:043882,HEARST CASTLE CA US,465.10,35.6841,-121.1683,2014,1,5,Low,0,Low,628,Medium
COOP:043882,HEARST CASTLE CA US,465.10,35.6841,-121.1683,2014,2,540,High,0,Low,553,Medium
COOP:043882,HEARST CASTLE CA US,465.10,35.6841,-121.1683,2014,3,176,High,0,Low,580,Medium
COOP:043882,HEARST CASTLE CA US,465.10,35.6841,-121.1683,2014,4,180,High,0,Low,585,Medium
COOP:043882,HEARST CASTLE CA US,465.10,35.6841,-121.1683,2014,5,0,None,0,Low,660,High
COOP:043882,HEARST CASTLE CA US,465.10,35.6841,-121.1683,2014,6,0,None,0,Low,651,Medium
COOP:043882,HEARST CASTLE CA US,465.10,35.6841,-121.1683,2014,7,0,None,0,Low,679,High
COOP:044523,KERN RIVER PH 3 CA US,823.90,35.7831,-118.4389,2011,1,50,Medium,0,Low,0,None
COOP:044523,KERN RIVER PH 3 CA US,823.90,35.7831,-118.4389,2011,2,0,None,0,Low,0,None
