@relation 'Weather-Dated-weka.filters.unsupervised.attribute.Remove-R1-2,6,8,10,12-weka.filters.unsupervised.attribute.Remove-R5-6'

@attribute ELEVATION numeric
@attribute LATITUDE numeric
@attribute LONGITUDE numeric
@attribute MONTH numeric
@attribute MNTM_CLASS {Medium,Low,High,None}

@data
4.6,38.5069,-121.495,2,Medium
4.6,38.5069,-121.495,3,Medium
4.6,38.5069,-121.495,4,Medium
4.6,38.5069,-121.495,5,High
4.6,38.5069,-121.495,6,High
4.6,38.5069,-121.495,7,High
475.5,33.7869,-116.9583,1,Medium
475.5,33.7869,-116.9583,2,Low
475.5,33.7869,-116.9583,3,Medium
475.5,33.7869,-116.9583,4,Medium
475.5,33.7869,-116.9583,5,Medium
475.5,33.7869,-116.9583,6,High
475.5,33.7869,-116.9583,7,High
475.5,33.7869,-116.9583,8,High
475.5,33.7869,-116.9583,9,Medium
475.5,33.7869,-116.9583,10,High
475.5,33.7869,-116.9583,11,Low
475.5,33.7869,-116.9583,12,Low
475.5,33.7869,-116.9583,1,Medium
475.5,33.7869,-116.9583,2,Medium
475.5,33.7869,-116.9583,3,Medium
475.5,33.7869,-116.9583,4,Low
475.5,33.7869,-116.9583,5,High
475.5,33.7869,-116.9583,6,High
475.5,33.7869,-116.9583,7,High
475.5,33.7869,-116.9583,8,High
475.5,33.7869,-116.9583,9,High
475.5,33.7869,-116.9583,10,High
475.5,33.7869,-116.9583,11,Medium
475.5,33.7869,-116.9583,12,Medium
475.5,33.7869,-116.9583,1,Low
475.5,33.7869,-116.9583,2,Low
475.5,33.7869,-116.9583,3,Medium
475.5,33.7869,-116.9583,4,Medium
475.5,33.7869,-116.9583,5,High
475.5,33.7869,-116.9583,6,High
475.5,33.7869,-116.9583,7,High
475.5,33.7869,-116.9583,8,High
475.5,33.7869,-116.9583,9,High
475.5,33.7869,-116.9583,10,Medium
475.5,33.7869,-116.9583,11,Medium
475.5,33.7869,-116.9583,12,Medium
475.5,33.7869,-116.9583,1,Medium
475.5,33.7869,-116.9583,2,Medium
475.5,33.7869,-116.9583,3,Medium
475.5,33.7869,-116.9583,4,Medium
475.5,33.7869,-116.9583,5,High
475.5,33.7869,-116.9583,6,High
475.5,33.7869,-116.9583,7,High
118.9,33.1552,-116.1688,1,Medium
118.9,33.1552,-116.1688,2,Medium
118.9,33.1552,-116.1688,3,High
118.9,33.1552,-116.1688,4,High
118.9,33.1552,-116.1688,5,High
118.9,33.1552,-116.1688,6,High
118.9,33.1552,-116.1688,7,High
118.9,33.1552,-116.1688,8,High
118.9,33.1552,-116.1688,9,High
118.9,33.1552,-116.1688,10,High
118.9,33.1552,-116.1688,11,Medium
118.9,33.1552,-116.1688,12,Medium
118.9,33.1552,-116.1688,1,None
118.9,33.1552,-116.1688,2,None
118.9,33.1552,-116.1688,3,None
118.9,33.1552,-116.1688,4,None
118.9,33.1552,-116.1688,5,None
118.9,33.1552,-116.1688,6,None
118.9,33.1552,-116.1688,7,None
118.9,33.1552,-116.1688,8,Low
118.9,33.1552,-116.1688,9,Low
118.9,33.1552,-116.1688,10,None
118.9,33.1552,-116.1688,11,None
118.9,33.1552,-116.1688,12,None
118.9,33.1552,-116.1688,1,None
118.9,33.1552,-116.1688,2,None
118.9,33.1552,-116.1688,3,None
118.9,33.1552,-116.1688,4,None
118.9,33.1552,-116.1688,5,None
118.9,33.1552,-116.1688,6,None
118.9,33.1552,-116.1688,7,None
118.9,33.1552,-116.1688,8,Low
118.9,33.1552,-116.1688,9,Low
118.9,33.1552,-116.1688,10,None
118.9,33.1552,-116.1688,11,None
118.9,33.1552,-116.1688,12,None
118.9,33.1552,-116.1688,1,None
118.9,33.1552,-116.1688,2,None
118.9,33.1552,-116.1688,3,None
118.9,33.1552,-116.1688,4,None
118.9,33.1552,-116.1688,5,None
118.9,33.1552,-116.1688,6,None
118.9,33.1552,-116.1688,7,None
343.5,34.1822,-118.1383,1,None
343.5,34.1822,-118.1383,2,None
343.5,34.1822,-118.1383,3,None
343.5,34.1822,-118.1383,4,None
343.5,34.1822,-118.1383,5,None
343.5,34.1822,-118.1383,6,None
343.5,34.1822,-118.1383,7,None
343.5,34.1822,-118.1383,8,None
343.5,34.1822,-118.1383,9,None
343.5,34.1822,-118.1383,10,None
343.5,34.1822,-118.1383,11,None
343.5,34.1822,-118.1383,12,None
343.5,34.1822,-118.1383,1,None
343.5,34.1822,-118.1383,2,None
343.5,34.1822,-118.1383,3,None
343.5,34.1822,-118.1383,4,None
343.5,34.1822,-118.1383,5,None
343.5,34.1822,-118.1383,6,None
343.5,34.1822,-118.1383,7,None
343.5,34.1822,-118.1383,8,None
343.5,34.1822,-118.1383,9,None
343.5,34.1822,-118.1383,10,None
343.5,34.1822,-118.1383,11,None
343.5,34.1822,-118.1383,12,None
343.5,34.1822,-118.1383,1,None
343.5,34.1822,-118.1383,2,None
343.5,34.1822,-118.1383,3,None
343.5,34.1822,-118.1383,4,None
343.5,34.1822,-118.1383,5,None
343.5,34.1822,-118.1383,6,None
343.5,34.1822,-118.1383,7,None
343.5,34.1822,-118.1383,8,None
343.5,34.1822,-118.1383,9,None
343.5,34.1822,-118.1383,10,None
343.5,34.1822,-118.1383,11,None
343.5,34.1822,-118.1383,12,None
343.5,34.1822,-118.1383,1,None
343.5,34.1822,-118.1383,2,None
343.5,34.1822,-118.1383,3,None
343.5,34.1822,-118.1383,4,None
343.5,34.1822,-118.1383,5,None
343.5,34.1822,-118.1383,6,None
343.5,34.1822,-118.1383,7,None
11.6,38.5555,-121.4169,1,Low
11.6,38.5555,-121.4169,2,Low
11.6,38.5555,-121.4169,3,Medium
11.6,38.5555,-121.4169,4,Medium
11.6,38.5555,-121.4169,5,Medium
11.6,38.5555,-121.4169,6,High
11.6,38.5555,-121.4169,7,High
11.6,38.5555,-121.4169,8,High
11.6,38.5555,-121.4169,9,High
11.6,38.5555,-121.4169,10,Medium
11.6,38.5555,-121.4169,11,Medium
11.6,38.5555,-121.4169,12,Low
11.6,38.5555,-121.4169,1,Low
11.6,38.5555,-121.4169,2,Low
11.6,38.5555,-121.4169,3,Medium
11.6,38.5555,-121.4169,4,Medium
11.6,38.5555,-121.4169,5,High
11.6,38.5555,-121.4169,6,High
11.6,38.5555,-121.4169,7,High
11.6,38.5555,-121.4169,8,High
11.6,38.5555,-121.4169,9,High
11.6,38.5555,-121.4169,10,High
11.6,38.5555,-121.4169,11,Medium
11.6,38.5555,-121.4169,12,Low
11.6,38.5555,-121.4169,1,Low
11.6,38.5555,-121.4169,2,Low
11.6,38.5552,-121.4183,3,Medium
11.6,38.5552,-121.4183,4,Medium
11.6,38.5552,-121.4183,5,High
11.6,38.5552,-121.4183,6,High
11.6,38.5552,-121.4183,7,High
11.6,38.5552,-121.4183,8,High
11.6,38.5552,-121.4183,9,High
11.6,38.5552,-121.4183,10,Medium
11.6,38.5552,-121.4183,11,Medium
11.6,38.5552,-121.4183,12,Low
11.6,38.5552,-121.4183,1,Low
11.6,38.5552,-121.4183,2,Medium
11.6,38.5552,-121.4183,3,Medium
11.6,38.5552,-121.4183,4,Medium
11.6,38.5552,-121.4183,5,High
11.6,38.5552,-121.4183,6,High
11.6,38.5552,-121.4183,7,High
61,36.2472,-121.7802,1,Medium
61,36.2472,-121.7802,2,Low
61,36.2472,-121.7802,3,Low
61,36.2472,-121.7802,4,Medium
61,36.2472,-121.7802,5,Medium
61,36.2472,-121.7802,6,Medium
61,36.2472,-121.7802,7,Medium
61,36.2472,-121.7802,8,Medium
61,36.2472,-121.7802,9,Medium
61,36.2472,-121.7802,10,Low
61,36.2472,-121.7802,11,Medium
61,36.2472,-121.7802,12,Low
61,36.2472,-121.7802,1,Low
61,36.2472,-121.7802,2,Low
61,36.2472,-121.7802,3,Low
61,36.2472,-121.7802,4,Low
61,36.2472,-121.7802,5,Low
61,36.2472,-121.7802,6,Low
61,36.2472,-121.7802,7,Medium
61,36.2472,-121.7802,8,Medium
61,36.2472,-121.7802,9,Low
61,36.2472,-121.7802,10,Medium
61,36.2472,-121.7802,11,Medium
61,36.2472,-121.7802,12,Low
61,36.2472,-121.7802,1,Low
61,36.2472,-121.7802,2,Low
61,36.2472,-121.7802,3,Medium
61,36.2472,-121.7802,4,Medium
61,36.2472,-121.7802,5,Medium
61,36.2472,-121.7802,6,Medium
61,36.2472,-121.7802,7,Medium
61,36.2472,-121.7802,8,Medium
61,36.2472,-121.7802,9,Medium
61,36.2472,-121.7802,10,Medium
61,36.2472,-121.7802,11,Medium
61,36.2472,-121.7802,12,Low
61,36.2472,-121.7802,1,Medium
61,36.2472,-121.7802,2,Low
61,36.2472,-121.7802,3,Low
61,36.2472,-121.7802,4,Medium
61,36.2472,-121.7802,5,Medium
61,36.2472,-121.7802,6,Medium
61,36.2472,-121.7802,7,Medium
120.1,37.7719,-122.1675,1,None
120.1,37.7719,-122.1675,2,None
120.1,37.7719,-122.1675,3,None
120.1,37.7719,-122.1675,4,None
120.1,37.7719,-122.1675,5,None
120.1,37.7719,-122.1675,6,None
120.1,37.7719,-122.1675,7,None
120.1,37.7719,-122.1675,8,None
120.1,37.7719,-122.1675,9,None
120.1,37.7719,-122.1675,10,None
120.1,37.7719,-122.1675,11,None
120.1,37.7719,-122.1675,12,None
120.1,37.7719,-122.1675,1,None
120.1,37.7719,-122.1675,2,None
120.1,37.7719,-122.1675,3,None
120.1,37.7719,-122.1675,4,None
120.1,37.7719,-122.1675,5,None
120.1,37.7719,-122.1675,6,None
120.1,37.7719,-122.1675,7,None
120.1,37.7719,-122.1675,8,None
120.1,37.7719,-122.1675,9,None
120.1,37.7719,-122.1675,10,None
120.1,37.7719,-122.1675,11,None
120.1,37.7719,-122.1675,12,None
120.1,37.7719,-122.1675,1,None
120.1,37.7719,-122.1675,2,None
120.1,37.7719,-122.1675,3,None
120.1,37.7719,-122.1675,4,None
120.1,37.7719,-122.1675,5,None
120.1,37.7719,-122.1675,6,None
120.1,37.7719,-122.1675,7,None
120.1,37.7719,-122.1675,8,None
120.1,37.7719,-122.1675,9,None
120.1,37.7719,-122.1675,10,None
120.1,37.7719,-122.1675,11,None
120.1,37.7719,-122.1675,12,None
120.1,37.7719,-122.1675,1,None
120.1,37.7719,-122.1675,2,None
120.1,37.7719,-122.1675,3,None
120.1,37.7719,-122.1675,4,None
120.1,37.7719,-122.1675,5,None
120.1,37.7719,-122.1675,6,None
120.1,37.7719,-122.1675,7,None
9.4,33.8116,-118.1463,1,Medium
9.4,33.8116,-118.1463,2,Medium
9.4,33.8116,-118.1463,3,Medium
9.4,33.8116,-118.1463,4,Medium
9.4,33.8116,-118.1463,5,Medium
9.4,33.8116,-118.1463,6,High
9.4,33.8116,-118.1463,7,High
9.4,33.8116,-118.1463,8,High
9.4,33.8116,-118.1463,9,High
9.4,33.8116,-118.1463,10,High
9.4,33.8116,-118.1463,11,Medium
9.4,33.8116,-118.1463,12,Medium
9.4,33.8116,-118.1463,1,Medium
9.4,33.8116,-118.1463,2,Medium
9.4,33.8116,-118.1463,3,Medium
9.4,33.8116,-118.1463,4,Medium
9.4,33.8116,-118.1463,5,High
9.4,33.8116,-118.1463,6,High
9.4,33.8116,-118.1463,7,High
9.4,33.8116,-118.1463,8,High
9.4,33.8116,-118.1463,9,High
9.4,33.8116,-118.1463,10,High
9.4,33.8116,-118.1463,11,Medium
9.4,33.8116,-118.1463,12,Medium
9.4,33.8116,-118.1463,1,Medium
9.4,33.8116,-118.1463,2,Medium
9.4,33.8116,-118.1463,3,Medium
9.4,33.8116,-118.1463,4,Medium
9.4,33.8116,-118.1463,5,High
9.4,33.8116,-118.1463,6,High
9.4,33.8116,-118.1463,7,High
9.4,33.8116,-118.1463,8,High
9.4,33.8116,-118.1463,9,High
9.4,33.8116,-118.1463,10,High
9.4,33.8116,-118.1463,11,Medium
9.4,33.8116,-118.1463,12,Medium
9.4,33.8116,-118.1463,1,Medium
9.4,33.8116,-118.1463,2,Medium
9.4,33.8116,-118.1463,3,Medium
9.4,33.8116,-118.1463,4,Medium
9.4,33.8116,-118.1463,5,High
9.4,33.8116,-118.1463,6,High
9.4,33.8116,-118.1463,7,High
1456,35.4592,-115.5311,1,Low
1456,35.4592,-115.5311,2,Low
1456,35.4592,-115.5311,3,None
1456,35.4592,-115.5311,4,Low
1456,35.4592,-115.5311,5,Medium
1456,35.4592,-115.5311,6,High
1456,35.4592,-115.5311,7,High
1456,35.4592,-115.5311,8,High
1456,35.4592,-115.5311,9,High
1456,35.4592,-115.5311,10,Medium
1456,35.4592,-115.5311,11,Low
1456,35.4592,-115.5311,12,Low
1456,35.4592,-115.5311,1,Low
1456,35.4592,-115.5311,2,Low
1456,35.4592,-115.5311,3,Low
1456,35.4592,-115.5311,4,Medium
1456,35.4592,-115.5311,5,Medium
1456,35.4592,-115.5311,6,High
1456,35.4592,-115.5311,7,High
1456,35.4592,-115.5311,8,High
1456,35.4592,-115.5311,9,High
1456,35.4592,-115.5311,10,Medium
1456,35.4592,-115.5311,11,Low
1456,35.4592,-115.5311,12,Low
393.8,38.9072,-121.0838,1,Low
393.8,38.9072,-121.0838,2,Low
393.8,38.9072,-121.0838,3,Low
393.8,38.9072,-121.0838,4,Medium
393.8,38.9072,-121.0838,5,Medium
393.8,38.9072,-121.0838,6,High
393.8,38.9072,-121.0838,7,High
393.8,38.9072,-121.0838,8,High
393.8,38.9072,-121.0838,9,High
393.8,38.9072,-121.0838,10,Medium
393.8,38.9072,-121.0838,11,Low
393.8,38.9072,-121.0838,12,Low
393.8,38.9072,-121.0838,1,Low
393.8,38.9072,-121.0838,2,Low
393.8,38.9072,-121.0838,3,Low
393.8,38.9072,-121.0838,4,Medium
393.8,38.9072,-121.0838,5,Medium
393.8,38.9072,-121.0838,6,High
393.8,38.9072,-121.0838,7,High
393.8,38.9072,-121.0838,8,High
393.8,38.9072,-121.0838,9,None
393.8,38.9072,-121.0838,10,Medium
393.8,38.9072,-121.0838,11,Medium
393.8,38.9072,-121.0838,12,Low
393.8,38.9072,-121.0838,1,Low
393.8,38.9072,-121.0838,2,Low
393.8,38.9072,-121.0838,3,Medium
393.8,38.9072,-121.0838,4,Medium
393.8,38.9072,-121.0838,5,High
393.8,38.9072,-121.0838,6,High
393.8,38.9072,-121.0838,7,Medium
393.8,38.9072,-121.0838,8,High
393.8,38.9072,-121.0838,9,None
393.8,38.9072,-121.0838,10,Medium
393.8,38.9072,-121.0838,11,Medium
393.8,38.9072,-121.0838,12,Low
393.8,38.9072,-121.0838,1,Medium
393.8,38.9072,-121.0838,2,Low
393.8,38.9072,-121.0838,3,Medium
393.8,38.9072,-121.0838,4,Medium
393.8,38.9072,-121.0838,5,High
393.8,38.9072,-121.0838,6,High
393.8,38.9072,-121.0838,7,High
709,34.2947,-118.1883,1,None
709,34.2947,-118.1883,2,None
709,34.2947,-118.1883,3,None
709,34.2947,-118.1883,4,None
709,34.2947,-118.1883,5,None
709,34.2947,-118.1883,6,None
709,34.2947,-118.1883,7,None
709,34.2947,-118.1883,8,None
709,34.2947,-118.1883,9,None
709,34.2947,-118.1883,10,None
709,34.2947,-118.1883,11,None
709,34.2947,-118.1883,12,None
709,34.2947,-118.1883,1,None
709,34.2947,-118.1883,2,None
709,34.2947,-118.1883,3,None
709,34.2947,-118.1883,4,None
709,34.2947,-118.1883,5,None
709,34.2947,-118.1883,6,None
709,34.2947,-118.1883,7,None
709,34.2947,-118.1883,8,None
709,34.2947,-118.1883,9,None
709,34.2947,-118.1883,10,None
709,34.2947,-118.1883,11,None
709,34.2947,-118.1883,12,None
709,34.2947,-118.1883,1,None
709,34.2947,-118.1883,2,None
709,34.2947,-118.1883,3,None
632.8,34.2853,-118.1953,4,None
632.8,34.2853,-118.1953,5,None
632.8,34.2853,-118.1953,6,None
632.8,34.2853,-118.1953,7,None
632.8,34.2853,-118.1953,8,None
632.8,34.2853,-118.1953,9,None
632.8,34.2853,-118.1953,10,None
632.8,34.2853,-118.1953,11,None
632.8,34.2853,-118.1953,12,None
632.8,34.2853,-118.1953,1,None
632.8,34.2853,-118.1953,2,None
632.8,34.2853,-118.1953,3,None
632.8,34.2853,-118.1953,4,None
709,34.2947,-118.1883,5,None
709,34.2947,-118.1883,6,None
709,34.2947,-118.1883,7,None
1292.4,40.0244,-120.1044,1,None
1292.4,40.0244,-120.1044,2,None
1292.4,40.0244,-120.1044,3,None
1292.4,40.0244,-120.1044,4,None
1292.4,40.0244,-120.1044,5,None
1292.4,40.0244,-120.1044,6,None
1292.4,40.0244,-120.1044,7,None
1292.4,40.0244,-120.1044,8,None
1292.4,40.0244,-120.1044,9,None
1292.4,40.0244,-120.1044,10,None
1292.4,40.0244,-120.1044,11,None
1292.4,40.0244,-120.1044,12,None
1292.4,40.0244,-120.1044,1,None
1292.4,40.0244,-120.1044,2,None
1292.4,40.0244,-120.1044,3,None
1292.4,40.0244,-120.1044,4,None
1292.4,40.0244,-120.1044,5,None
1292.4,40.0244,-120.1044,6,None
1292.4,40.0244,-120.1044,7,None
1292.4,40.0244,-120.1044,8,None
1292.4,40.0244,-120.1044,9,None
1292.4,40.0244,-120.1044,10,None
1292.4,40.0244,-120.1044,11,None
1292.4,40.0244,-120.1044,12,None
1292.4,40.0244,-120.1044,1,None
1292.4,40.0244,-120.1044,2,None
1292.4,40.0244,-120.1044,3,None
1292.4,40.0244,-120.1044,4,None
1292.4,40.0244,-120.1044,5,None
1292.4,40.0244,-120.1044,6,None
1292.4,40.0244,-120.1044,7,None
1292.4,40.0244,-120.1044,8,None
1292.4,40.0244,-120.1044,9,None
1308.5,40.0244,-120.1044,10,None
1308.5,40.0244,-120.1044,11,None
1308.5,40.0244,-120.1044,12,None
1308.5,40.0244,-120.1044,1,None
1308.5,40.0244,-120.1044,2,None
1308.5,40.0244,-120.1044,3,None
1308.5,40.0244,-120.1044,4,None
1308.5,40.0244,-120.1044,5,None
1308.5,40.0244,-120.1044,6,None
1308.5,40.0244,-120.1044,7,None
1338.1,39.9717,-120.0828,1,None
1338.1,39.9717,-120.0828,2,None
1338.1,39.9717,-120.0828,3,Low
1338.1,39.9717,-120.0828,4,None
1338.1,39.9717,-120.0828,5,Low
1338.1,39.9717,-120.0828,6,None
1338.1,39.9717,-120.0828,7,High
1338.1,39.9717,-120.0828,8,High
1338.1,39.9717,-120.0828,9,Medium
1338.1,39.9717,-120.0828,10,Low
1338.1,39.9717,-120.0828,11,None
1338.1,39.9717,-120.0828,12,Low
1338.1,39.9717,-120.0828,1,None
1338.1,39.9717,-120.0828,2,None
1338.1,39.9717,-120.0828,3,Low
1338.1,39.9717,-120.0828,4,None
1338.1,39.9717,-120.0828,5,None
1338.1,39.9717,-120.0828,6,None
1338.1,39.9717,-120.0828,7,Medium
1338.1,39.9717,-120.0828,8,High
1338.1,39.9717,-120.0828,9,Medium
1338.1,39.9717,-120.0828,10,Medium
1338.1,39.9717,-120.0828,11,Low
1338.1,39.9717,-120.0828,12,Low
1338.1,39.9717,-120.0828,1,None
1338.1,39.9717,-120.0828,2,Low
1338.1,39.9717,-120.0828,3,Low
1338.1,39.9717,-120.0828,4,Low
1338.1,39.9717,-120.0828,5,Medium
1338.1,39.9717,-120.0828,6,Medium
1338.1,39.9717,-120.0828,7,High
1338.1,39.9717,-120.0828,8,High
1338.1,39.9717,-120.0828,9,Medium
1338.1,39.9717,-120.0828,10,Low
1338.1,39.9717,-120.0828,11,None
1338.1,39.9717,-120.0828,12,None
1338.1,39.9717,-120.0828,1,Low
1338.1,39.9717,-120.0828,2,Low
1338.1,39.9717,-120.0828,3,Low
1338.1,39.9717,-120.0828,4,Low
1338.1,39.9717,-120.0828,5,None
1338.1,39.9717,-120.0828,6,None
1338.1,39.9717,-120.0828,7,High
41.1,33.7442,-117.8667,1,Medium
41.1,33.7442,-117.8667,2,Medium
41.1,33.7442,-117.8667,3,Medium
41.1,33.7442,-117.8667,4,Medium
41.1,33.7442,-117.8667,5,High
41.1,33.7442,-117.8667,6,High
41.1,33.7442,-117.8667,7,High
41.1,33.7442,-117.8667,8,High
41.1,33.7442,-117.8667,9,High
41.1,33.7442,-117.8667,10,High
41.1,33.7442,-117.8667,11,Medium
41.1,33.7442,-117.8667,12,Medium
41.1,33.7442,-117.8667,1,Medium
41.1,33.7442,-117.8667,2,Medium
41.1,33.7442,-117.8667,3,Medium
41.1,33.7442,-117.8667,4,Medium
41.1,33.7442,-117.8667,5,High
41.1,33.7442,-117.8667,6,High
41.1,33.7442,-117.8667,7,High
41.1,33.7442,-117.8667,8,High
41.1,33.7442,-117.8667,9,High
41.1,33.7442,-117.8667,10,High
41.1,33.7442,-117.8667,11,Medium
41.1,33.7442,-117.8667,12,Medium
41.1,33.7442,-117.8667,1,Medium
41.1,33.7442,-117.8667,2,Medium
41.1,33.7442,-117.8667,3,Medium
41.1,33.7442,-117.8667,4,Medium
41.1,33.7442,-117.8667,5,High
41.1,33.7442,-117.8667,6,High
41.1,33.7442,-117.8667,7,High
41.1,33.7442,-117.8667,8,High
41.1,33.7442,-117.8667,9,High
41.1,33.7442,-117.8667,10,High
41.1,33.7442,-117.8667,11,Medium
41.1,33.7442,-117.8667,12,Low
41.1,33.7442,-117.8667,1,Medium
41.1,33.7442,-117.8667,2,Medium
41.1,33.7442,-117.8667,3,Medium
41.1,33.7442,-117.8667,4,High
41.1,33.7442,-117.8667,5,High
41.1,33.7442,-117.8667,6,High
41.1,33.7442,-117.8667,7,High
888.5,39.5633,-120.8238,1,Low
888.5,39.5633,-120.8238,2,None
888.5,39.5633,-120.8238,3,Low
888.5,39.5633,-120.8238,4,Low
888.5,39.5633,-120.8238,5,Low
888.5,39.5633,-120.8238,6,Medium
888.5,39.5633,-120.8238,7,High
888.5,39.5633,-120.8238,8,High
888.5,39.5633,-120.8238,9,High
888.5,39.5633,-120.8238,10,Medium
888.5,39.5633,-120.8238,11,None
888.5,39.5633,-120.8238,12,None
888.5,39.5633,-120.8238,1,Low
888.5,39.5633,-120.8238,2,Low
888.5,39.5633,-120.8238,3,Low
888.5,39.5633,-120.8238,4,Low
888.5,39.5633,-120.8238,5,Medium
888.5,39.5633,-120.8238,6,High
888.5,39.5633,-120.8238,7,High
27.4,33.338,-118.3305,1,None
27.4,33.338,-118.3305,2,None
27.4,33.338,-118.3305,3,None
27.4,33.338,-118.3305,4,None
27.4,33.338,-118.3305,5,None
27.4,33.338,-118.3305,6,None
27.4,33.338,-118.3305,7,None
27.4,33.338,-118.3305,8,None
27.4,33.338,-118.3305,9,None
27.4,33.338,-118.3305,10,None
27.4,33.338,-118.3305,11,None
27.4,33.338,-118.3305,12,None
36.6,37.9983,-122.5372,1,Low
36.6,37.9983,-122.5372,2,Low
36.6,37.9983,-122.5372,3,Low
36.6,37.9983,-122.5372,4,Medium
36.6,37.9983,-122.5372,5,Medium
36.6,37.9983,-122.5372,6,Medium
36.6,37.9983,-122.5372,7,High
36.6,37.9983,-122.5372,8,Low
36.6,37.9983,-122.5372,9,None
36.6,37.9983,-122.5372,10,Low
36.6,37.9983,-122.5372,11,Medium
36.6,37.9983,-122.5372,12,Low
36.6,37.9983,-122.5372,1,None
36.6,37.9983,-122.5372,2,Low
36.6,37.9983,-122.5372,3,Low
36.6,37.9983,-122.5372,4,Medium
36.6,37.9983,-122.5372,5,Medium
36.6,37.9983,-122.5372,6,Medium
36.6,37.9983,-122.5372,7,High
36.6,37.9983,-122.5372,8,High
36.6,37.9983,-122.5372,9,Medium
36.6,37.9983,-122.5372,10,Medium
36.6,37.9983,-122.5372,11,Medium
36.6,37.9983,-122.5372,12,Low
36.6,37.9983,-122.5372,1,None
36.6,37.9983,-122.5372,2,Low
36.6,37.9983,-122.5372,3,Medium
36.6,37.9983,-122.5372,4,Medium
36.6,37.9983,-122.5372,5,Medium
36.6,37.9983,-122.5372,6,High
36.6,37.9983,-122.5372,7,High
36.6,37.9983,-122.5372,8,High
36.6,37.9983,-122.5372,9,None
36.6,37.9983,-122.5372,10,Medium
36.6,37.9983,-122.5372,11,Medium
36.6,37.9983,-122.5372,12,Low
36.6,37.9983,-122.5372,1,Medium
36.6,37.9983,-122.5372,2,Medium
36.6,37.9983,-122.5372,3,Medium
36.6,37.9983,-122.5372,4,Medium
36.6,37.9983,-122.5372,5,Medium
36.6,37.9983,-122.5372,6,High
36.6,37.9983,-122.5372,7,High
155.4,33.2294,-117.2269,1,Medium
155.4,33.2294,-117.2269,2,Medium
155.4,33.2294,-117.2269,3,Medium
155.4,33.2294,-117.2269,4,Medium
155.4,33.2294,-117.2269,5,Low
155.4,33.2294,-117.2269,6,High
155.4,33.2294,-117.2269,7,High
155.4,33.2294,-117.2269,8,High
155.4,33.2294,-117.2269,9,High
155.4,33.2294,-117.2269,10,High
155.4,33.2294,-117.2269,11,Medium
155.4,33.2294,-117.2269,12,Medium
155.4,33.2294,-117.2269,1,Medium
155.4,33.2294,-117.2269,2,Medium
155.4,33.2294,-117.2269,3,Medium
155.4,33.2294,-117.2269,4,Medium
155.4,33.2294,-117.2269,5,Medium
155.4,33.2294,-117.2269,6,High
155.4,33.2294,-117.2269,7,High
155.4,33.2294,-117.2269,8,High
155.4,33.2294,-117.2269,9,High
155.4,33.2294,-117.2269,10,High
155.4,33.2294,-117.2269,11,Medium
155.4,33.2294,-117.2269,12,Medium
155.4,33.2294,-117.2269,1,Medium
155.4,33.2294,-117.2269,2,Medium
155.4,33.2294,-117.2269,3,Medium
155.4,33.2294,-117.2269,4,Medium
155.4,33.2294,-117.2269,5,High
155.4,33.2294,-117.2269,6,High
155.4,33.2294,-117.2269,7,High
155.4,33.2294,-117.2269,8,High
155.4,33.2294,-117.2269,9,High
155.4,33.2294,-117.2269,10,Medium
155.4,33.2294,-117.2269,11,Medium
155.4,33.2294,-117.2269,12,Medium
155.4,33.2294,-117.2269,1,Medium
155.4,33.2294,-117.2269,2,Medium
155.4,33.2294,-117.2269,3,Medium
155.4,33.2294,-117.2269,4,Medium
155.4,33.2294,-117.2269,5,High
155.4,33.2294,-117.2269,6,High
155.4,33.2294,-117.2269,7,High
125.9,40.4863,-123.9088,1,None
125.9,40.4863,-123.9088,2,None
125.9,40.4863,-123.9088,3,None
125.9,40.4863,-123.9088,4,None
125.9,40.4863,-123.9088,5,None
125.9,40.4863,-123.9088,6,None
125.9,40.4863,-123.9088,7,None
125.9,40.4863,-123.9088,8,None
125.9,40.4863,-123.9088,9,None
125.9,40.4863,-123.9088,10,None
125.9,40.4863,-123.9088,11,None
125.9,40.4863,-123.9088,12,None
1516.4,39.5833,-120.3705,1,None
1516.4,39.5833,-120.3705,2,None
1516.4,39.5833,-120.3705,3,Low
1516.4,39.5833,-120.3705,4,Low
1516.4,39.5833,-120.3705,5,None
1516.4,39.5833,-120.3705,6,None
1516.4,39.5833,-120.3705,7,None
1516.4,39.5833,-120.3705,8,Medium
1516.4,39.5833,-120.3705,9,Medium
1516.4,39.5833,-120.3705,10,None
1516.4,39.5833,-120.3705,11,None
1516.4,39.5833,-120.3705,12,None
1516.4,39.5833,-120.3705,1,None
1516.4,39.5833,-120.3705,2,Low
1516.4,39.5833,-120.3705,3,None
1516.4,39.5833,-120.3705,4,Low
1516.4,39.5833,-120.3705,5,Medium
1516.4,39.5833,-120.3705,6,None
1516.4,39.5833,-120.3705,7,None
1516.4,39.5833,-120.3705,8,None
1516.4,39.5833,-120.3705,9,None
1516.4,39.5833,-120.3705,10,None
1516.4,39.5833,-120.3705,11,None
1516.4,39.5833,-120.3705,12,None
1516.4,39.5833,-120.3705,1,None
1516.4,39.5833,-120.3705,2,None
1516.4,39.5833,-120.3705,3,None
1516.4,39.5833,-120.3705,4,Low
1516.4,39.5833,-120.3705,5,Low
1516.4,39.5833,-120.3705,6,None
1516.4,39.5833,-120.3705,7,None
1516.4,39.5833,-120.3705,8,None
